BGreg_val Voltage stddev
0 0.71529 0.00302844
1 0.712503 0.0022794
2 0.706834 0.00150615
3 0.697865 0.00107722
4 0.688512 0.000698105
5 0.67602 0.000698105
6 0.66625 4.44089e-16
7 0.653438 9.99201e-16
8 0.640529 0.000546412
9 0.625955 0.00158093
10 0.612277 0.00131094
11 0.598248 0.00168613
12 0.584795 0.00158579
13 0.569644 0.00238498
14 0.556767 0.00145944
15 0.541136 0.0020167
16 0.526722 0.00158999
