Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0519754 5.42128e-05
VCC_H_1.500000_VDD_Reset 1.42011 0.00152779
VCC_H_1.500000_current_1V5_Run 0.0354761 0.00256553
VCC_H_1.500000_VDD_Run 1.21719 1.9984e-15
VCC_H_1.500000_VDD_2_R 452.2 0.4
VCC_H_1.500000_VDD_2_L 508.1 0.3
VCC_H_1.500000_DVDD_2 624 0
VCC_H_1.500000_BG 536 0
VCC_H_1.500000_Temp 545.1 0.3
VCC_H_1.500000_VDD_H_4 282.1 0.3
VCC_H_1.500000_OTA_R 645 0
VCC_H_1.500000_OTA_L 719 0
VCC_H_2.000000_current_1V5_Reset 0.0518162 0.00170774
VCC_H_2.000000_VDD_Reset 1.41959 0.00125659
VCC_H_2.000000_current_1V5_Run 0.0357223 0.00331288
VCC_H_2.000000_VDD_Run 1.21716 0.000318707
VCC_H_2.000000_VDD_2_R 452 0
VCC_H_2.000000_VDD_2_L 508 0
VCC_H_2.000000_DVDD_2 623.4 0.489898
VCC_H_2.000000_BG 535.7 0.458258
VCC_H_2.000000_Temp 545 0
VCC_H_2.000000_VDD_H_4 368 0
VCC_H_2.000000_OTA_R 645 0
VCC_H_2.000000_OTA_L 718.8 0.4
VCC_H_2.500000_current_1V5_Reset 0.0518361 0.00171107
VCC_H_2.500000_VDD_Reset 1.41937 0.00104089
VCC_H_2.500000_current_1V5_Run 0.0352647 0.00249462
VCC_H_2.500000_VDD_Run 1.21629 0.0014382
VCC_H_2.500000_VDD_2_R 452 0
VCC_H_2.500000_VDD_2_L 507.9 0.3
VCC_H_2.500000_DVDD_2 623.1 0.3
VCC_H_2.500000_BG 535.7 0.458258
VCC_H_2.500000_Temp 545 0
VCC_H_2.500000_VDD_H_4 455 0
VCC_H_2.500000_OTA_R 645 0
VCC_H_2.500000_OTA_L 719 0
VCC_H_3.000000_current_1V5_Reset 0.0519256 0.00182294
VCC_H_3.000000_VDD_Reset 1.41969 0.00132688
VCC_H_3.000000_current_1V5_Run 0.0350756 0.00222776
VCC_H_3.000000_VDD_Run 1.21674 0.00424991
VCC_H_3.000000_VDD_2_R 451.9 0.3
VCC_H_3.000000_VDD_2_L 507 0
VCC_H_3.000000_DVDD_2 623.1 0.3
VCC_H_3.000000_BG 535.4 0.489898
VCC_H_3.000000_Temp 545 0
VCC_H_3.000000_VDD_H_4 539.9 0.3
VCC_H_3.000000_OTA_R 645 0
VCC_H_3.000000_OTA_L 718.4 0.489898
