Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0440777 0.00443005
VCC_H_1.500000_VDD_Reset 1.42539 2.66454e-15
VCC_H_1.500000_current_1V5_Run 0.0302101 0.00396144
VCC_H_1.500000_VDD_Run 1.21056 0.000817268
VCC_H_1.500000_VDD_2_R 526.9 0.3
VCC_H_1.500000_VDD_2_L 492 0
VCC_H_1.500000_DVDD_2 607.7 0.458258
VCC_H_1.500000_BG 521 0
VCC_H_1.500000_Temp 528.2 0.4
VCC_H_1.500000_VDD_H_4 320.9 0.3
VCC_H_1.500000_OTA_R 749.2 0.4
VCC_H_1.500000_OTA_L 697.1 44.4442
VCC_H_2.000000_current_1V5_Reset 0.044227 0.00208946
VCC_H_2.000000_VDD_Reset 1.42536 0.000318707
VCC_H_2.000000_current_1V5_Run 0.0288968 0.00286653
VCC_H_2.000000_VDD_Run 1.21059 0.0007607
VCC_H_2.000000_VDD_2_R 525.8 0.4
VCC_H_2.000000_VDD_2_L 491 0
VCC_H_2.000000_DVDD_2 606.5 0.5
VCC_H_2.000000_BG 520 0
VCC_H_2.000000_Temp 527.7 0.458258
VCC_H_2.000000_VDD_H_4 420 0
VCC_H_2.000000_OTA_R 748.6 0.489898
VCC_H_2.000000_OTA_L 702.1 0.3
VCC_H_2.500000_current_1V5_Reset 0.0443737 0.00150974
VCC_H_2.500000_VDD_Reset 1.42539 2.66454e-15
VCC_H_2.500000_current_1V5_Run 0.0294913 0.00351679
VCC_H_2.500000_VDD_Run 1.20953 0.00156232
VCC_H_2.500000_VDD_2_R 525 0
VCC_H_2.500000_VDD_2_L 490 0
VCC_H_2.500000_DVDD_2 605.4 0.489898
VCC_H_2.500000_BG 519 0
VCC_H_2.500000_Temp 526.7 0.458258
VCC_H_2.500000_VDD_H_4 520.1 0.3
VCC_H_2.500000_OTA_R 747.7 0.458258
VCC_H_2.500000_OTA_L 701 0
VCC_H_3.000000_current_1V5_Reset 0.0444881 0.000826775
VCC_H_3.000000_VDD_Reset 1.42533 0.000448437
VCC_H_3.000000_current_1V5_Run 0.0289689 0.00295042
VCC_H_3.000000_VDD_Run 1.20963 0.0015375
VCC_H_3.000000_VDD_2_R 524.9 0.3
VCC_H_3.000000_VDD_2_L 490 0.447214
VCC_H_3.000000_DVDD_2 605.9 0.3
VCC_H_3.000000_BG 519.6 0.489898
VCC_H_3.000000_Temp 527.1 0.3
VCC_H_3.000000_VDD_H_4 619.1 0.3
VCC_H_3.000000_OTA_R 748.4 0.489898
VCC_H_3.000000_OTA_L 701.8 0.4
