Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0436548 0.00123749
VCC_H_1.500000_VDD_Reset 1.39656 4.44089e-16
VCC_H_1.500000_current_1V5_Run 0.0282202 0.00413313
VCC_H_1.500000_VDD_Run 1.19509 0.000960938
VCC_H_1.500000_VDD_2_R 461.6 0.489898
VCC_H_1.500000_VDD_2_L 484 0
VCC_H_1.500000_DVDD_2 599 0
VCC_H_1.500000_BG 509.5 0.5
VCC_H_1.500000_Temp 522.5 0.5
VCC_H_1.500000_VDD_H_4 288.3 0.458258
VCC_H_1.500000_OTA_R 656.7 0.458258
VCC_H_1.500000_OTA_L 681.8 0.4
VCC_H_2.000000_current_1V5_Reset 0.0435852 0.00193049
VCC_H_2.000000_VDD_Reset 1.39656 4.44089e-16
VCC_H_2.000000_current_1V5_Run 0.0278396 0.0040727
VCC_H_2.000000_VDD_Run 1.19521 0.00111144
VCC_H_2.000000_VDD_2_R 461 0
VCC_H_2.000000_VDD_2_L 482.6 0.489898
VCC_H_2.000000_DVDD_2 598.5 0.5
VCC_H_2.000000_BG 509 0
VCC_H_2.000000_Temp 522 0
VCC_H_2.000000_VDD_H_4 376.3 0.458258
VCC_H_2.000000_OTA_R 656 0
VCC_H_2.000000_OTA_L 681 0
VCC_H_2.500000_current_1V5_Reset 0.0435902 0.00188099
VCC_H_2.500000_VDD_Reset 1.39656 4.44089e-16
VCC_H_2.500000_current_1V5_Run 0.0284142 0.00429759
VCC_H_2.500000_VDD_Run 1.19646 0.00159868
VCC_H_2.500000_VDD_2_R 460 0
VCC_H_2.500000_VDD_2_L 482 0
VCC_H_2.500000_DVDD_2 597.6 0.489898
VCC_H_2.500000_BG 508.1 0.3
VCC_H_2.500000_Temp 521 0
VCC_H_2.500000_VDD_H_4 465.9 0.3
VCC_H_2.500000_OTA_R 655.4 0.489898
VCC_H_2.500000_OTA_L 680 0
VCC_H_3.000000_current_1V5_Reset 0.0436349 0.00198815
VCC_H_3.000000_VDD_Reset 1.39647 0.000546412
VCC_H_3.000000_current_1V5_Run 0.0282948 0.0044921
VCC_H_3.000000_VDD_Run 1.19621 0.00159353
VCC_H_3.000000_VDD_2_R 459.9 0.3
VCC_H_3.000000_VDD_2_L 481.5 0.5
VCC_H_3.000000_DVDD_2 597 0
VCC_H_3.000000_BG 508 0
VCC_H_3.000000_Temp 521.1 0.3
VCC_H_3.000000_VDD_H_4 553.5 0.5
VCC_H_3.000000_OTA_R 655.3 0.458258
VCC_H_3.000000_OTA_L 680 0
