Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0439683 0.000106235
VCC_H_1.500000_VDD_Reset 1.41264 0.000448437
VCC_H_1.500000_current_1V5_Run 0.0285212 0.00375535
VCC_H_1.500000_VDD_Run 1.20437 8.88178e-16
VCC_H_1.500000_VDD_2_R 497.5 0.5
VCC_H_1.500000_VDD_2_L 469 0
VCC_H_1.500000_DVDD_2 578.8 0.4
VCC_H_1.500000_BG 496 0
VCC_H_1.500000_Temp 502 0
VCC_H_1.500000_VDD_H_4 310 0
VCC_H_1.500000_OTA_R 712.4 0.489898
VCC_H_1.500000_OTA_L 670.1 0.3
VCC_H_2.000000_current_1V5_Reset 0.0438439 0.00183149
VCC_H_2.000000_VDD_Reset 1.41258 2.22045e-16
VCC_H_2.000000_current_1V5_Run 0.0281132 0.00341443
VCC_H_2.000000_VDD_Run 1.20437 8.88178e-16
VCC_H_2.000000_VDD_2_R 496.6 0.489898
VCC_H_2.000000_VDD_2_L 468 0
VCC_H_2.000000_DVDD_2 577 0
VCC_H_2.000000_BG 495 0
VCC_H_2.000000_Temp 500.9 0.3
VCC_H_2.000000_VDD_H_4 401 0
VCC_H_2.000000_OTA_R 711 0
VCC_H_2.000000_OTA_L 669 0
VCC_H_2.500000_current_1V5_Reset 0.0438688 0.00158399
VCC_H_2.500000_VDD_Reset 1.41261 0.000318707
VCC_H_2.500000_current_1V5_Run 0.0288047 0.00414055
VCC_H_2.500000_VDD_Run 1.20437 8.88178e-16
VCC_H_2.500000_VDD_2_R 496 0
VCC_H_2.500000_VDD_2_L 467 0
VCC_H_2.500000_DVDD_2 576.4 0.489898
VCC_H_2.500000_BG 494.2 0.4
VCC_H_2.500000_Temp 500 0
VCC_H_2.500000_VDD_H_4 495.2 0.4
VCC_H_2.500000_OTA_R 710.3 0.458258
VCC_H_2.500000_OTA_L 668 0
VCC_H_3.000000_current_1V5_Reset 0.0437643 0.00191738
VCC_H_3.000000_VDD_Reset 1.4128 0.000817268
VCC_H_3.000000_current_1V5_Run 0.0282376 0.00369845
VCC_H_3.000000_VDD_Run 1.20437 8.88178e-16
VCC_H_3.000000_VDD_2_R 495.2 0.4
VCC_H_3.000000_VDD_2_L 466.6 0.489898
VCC_H_3.000000_DVDD_2 576 0
VCC_H_3.000000_BG 494 0
VCC_H_3.000000_Temp 500 0
VCC_H_3.000000_VDD_H_4 587 0
VCC_H_3.000000_OTA_R 710.1 0.3
VCC_H_3.000000_OTA_L 667.3 0.458258
