Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0440852 0.00010468
VCC_H_1.500000_VDD_Reset 1.41578 1.11022e-15
VCC_H_1.500000_current_1V5_Run 0.0288943 0.00360993
VCC_H_1.500000_VDD_Run 1.19797 8.88178e-16
VCC_H_1.500000_VDD_2_R 501.9 0.3
VCC_H_1.500000_VDD_2_L 523.4 0.489898
VCC_H_1.500000_DVDD_2 640.4 0.489898
VCC_H_1.500000_BG 549.6 0.489898
VCC_H_1.500000_Temp 563 0
VCC_H_1.500000_VDD_H_4 317 0
VCC_H_1.500000_OTA_R 710.3 0.458258
VCC_H_1.500000_OTA_L 732.1 0.3
VCC_H_2.000000_current_1V5_Reset 0.0441026 0.00173249
VCC_H_2.000000_VDD_Reset 1.41578 1.11022e-15
VCC_H_2.000000_current_1V5_Run 0.0293644 0.0038066
VCC_H_2.000000_VDD_Run 1.19797 8.88178e-16
VCC_H_2.000000_VDD_2_R 501.4 0.489898
VCC_H_2.000000_VDD_2_L 522.8 0.4
VCC_H_2.000000_DVDD_2 639.9 28.3988
VCC_H_2.000000_BG 549 0
VCC_H_2.000000_Temp 562.4 0.489898
VCC_H_2.000000_VDD_H_4 411.8 0.4
VCC_H_2.000000_OTA_R 709.5 0.5
VCC_H_2.000000_OTA_L 731.8 0.4
VCC_H_2.500000_current_1V5_Reset 0.0439533 0.00226358
VCC_H_2.500000_VDD_Reset 1.41575 0.000318707
VCC_H_2.500000_current_1V5_Run 0.0292749 0.00373826
VCC_H_2.500000_VDD_Run 1.19739 0.00152813
VCC_H_2.500000_VDD_2_R 500.7 0.458258
VCC_H_2.500000_VDD_2_L 521.9 0.3
VCC_H_2.500000_DVDD_2 620.2 40.5433
VCC_H_2.500000_BG 549 0
VCC_H_2.500000_Temp 562 0
VCC_H_2.500000_VDD_H_4 508.1 0.3
VCC_H_2.500000_OTA_R 709.7 0.458258
VCC_H_2.500000_OTA_L 731.1 0.538516
VCC_H_3.000000_current_1V5_Reset 0.0439832 0.00205464
VCC_H_3.000000_VDD_Reset 1.41578 1.11022e-15
VCC_H_3.000000_current_1V5_Run 0.028852 0.00329407
VCC_H_3.000000_VDD_Run 1.19778 0.00149006
VCC_H_3.000000_VDD_2_R 500.3 0.458258
VCC_H_3.000000_VDD_2_L 521.9 0.3
VCC_H_3.000000_DVDD_2 576 0
VCC_H_3.000000_BG 549.2 0.4
VCC_H_3.000000_Temp 562.6 0.489898
VCC_H_3.000000_VDD_H_4 603 0
VCC_H_3.000000_OTA_R 710 0
VCC_H_3.000000_OTA_L 731.8 0.4
