Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0438663 0.000118644
VCC_H_1.500000_VDD_Reset 1.41626 0.00114374
VCC_H_1.500000_current_1V5_Run 0.0275113 0.00408019
VCC_H_1.500000_VDD_Run 1.20127 0.000546412
VCC_H_1.500000_VDD_2_R 522.7 0.458258
VCC_H_1.500000_VDD_2_L 530.3 0.458258
VCC_H_1.500000_DVDD_2 652.1 0.3
VCC_H_1.500000_BG 561 0
VCC_H_1.500000_Temp 569.9 0.3
VCC_H_1.500000_VDD_H_4 321 0
VCC_H_1.500000_OTA_R 741.2 0.4
VCC_H_1.500000_OTA_L 748.2 0.4
VCC_H_2.000000_current_1V5_Reset 0.0436698 0.00250736
VCC_H_2.000000_VDD_Reset 1.41594 0.000698105
VCC_H_2.000000_current_1V5_Run 0.0295957 0.00292231
VCC_H_2.000000_VDD_Run 1.20162 0.00111144
VCC_H_2.000000_VDD_2_R 521.6 0.489898
VCC_H_2.000000_VDD_2_L 529 0
VCC_H_2.000000_DVDD_2 651.3 0.458258
VCC_H_2.000000_BG 560.1 0.3
VCC_H_2.000000_Temp 569 0
VCC_H_2.000000_VDD_H_4 417.1 0.3
VCC_H_2.000000_OTA_R 740 0.447214
VCC_H_2.000000_OTA_L 747.2 0.4
VCC_H_2.500000_current_1V5_Reset 0.0438862 0.00141074
VCC_H_2.500000_VDD_Reset 1.41594 0.000698105
VCC_H_2.500000_current_1V5_Run 0.0275287 0.00308967
VCC_H_2.500000_VDD_Run 1.20245 0.0015692
VCC_H_2.500000_VDD_2_R 520.9 0.3
VCC_H_2.500000_VDD_2_L 528.3 0.458258
VCC_H_2.500000_DVDD_2 650.7 0.458258
VCC_H_2.500000_BG 559.2 0.4
VCC_H_2.500000_Temp 568.2 0.4
VCC_H_2.500000_VDD_H_4 516 0
VCC_H_2.500000_OTA_R 739.7 0.458258
VCC_H_2.500000_OTA_L 746.8 0.4
VCC_H_3.000000_current_1V5_Reset 0.0438762 0.00178643
VCC_H_3.000000_VDD_Reset 1.41626 0.00114374
VCC_H_3.000000_current_1V5_Run 0.0286729 0.0038135
VCC_H_3.000000_VDD_Run 1.20274 0.00160124
VCC_H_3.000000_VDD_2_R 520.6 0.489898
VCC_H_3.000000_VDD_2_L 528.1 0.3
VCC_H_3.000000_DVDD_2 650.8 0.4
VCC_H_3.000000_BG 556.5 13.537
VCC_H_3.000000_Temp 568.5 0.5
VCC_H_3.000000_VDD_H_4 612.9 0.3
VCC_H_3.000000_OTA_R 740.1 0.538516
VCC_H_3.000000_OTA_L 746.8 0.4
