BGreg_val Voltage stddev
0 1.03461 1.55431e-15
1 1.0218 2.44249e-15
2 1.00594 0.000698105
3 0.992969 1.77636e-15
4 0.977722 0.001368
5 0.961578 0.00128125
6 0.944922 1.22125e-15
7 0.925703 1.33227e-15
8 0.906484 1.22125e-15
9 0.885856 0.00158999
10 0.866926 0.00152779
11 0.846714 0.00151735
12 0.827399 0.00148142
13 0.80754 0.00100223
14 0.788097 0.000627682
15 0.767725 0.00149418
16 0.746456 0.000627682
