BGreg_val Voltage stddev
0 1.43237 0.00408646
1 1.42834 0.00148038
2 1.41299 0.00161146
3 1.39615 0.00107722
4 1.37731 0.000318707
5 1.35492 1.55431e-15
6 1.3293 1.33227e-15
7 1.30294 0.00134798
8 1.27484 1.77636e-15
9 1.24755 0.00160028
10 1.2193 0.00231956
11 1.19256 0.00148142
12 1.16526 0.00188386
13 1.13829 0.00154648
14 1.11097 0.00117429
15 1.08218 0.00138699
16 1.05463 0.00138699
