Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0433414 0.00435598
VCC_H_1.500000_VDD_Reset 1.41258 2.22045e-16
VCC_H_1.500000_current_1V5_Run 0.0284913 0.00323855
VCC_H_1.500000_VDD_Run 1.17824 0.00117429
VCC_H_1.500000_VDD_2_R 498.5 0.5
VCC_H_1.500000_VDD_2_L 531 0
VCC_H_1.500000_DVDD_2 666.6 0.489898
VCC_H_1.500000_BG 557 0
VCC_H_1.500000_Temp 576 0
VCC_H_1.500000_VDD_H_4 319.7 0.458258
VCC_H_1.500000_OTA_R 702.5 0.5
VCC_H_1.500000_OTA_L 746 0
VCC_H_2.000000_current_1V5_Reset 0.0436499 0.00128699
VCC_H_2.000000_VDD_Reset 1.41258 2.22045e-16
VCC_H_2.000000_current_1V5_Run 0.0278844 0.00324734
VCC_H_2.000000_VDD_Run 1.17862 0.000627682
VCC_H_2.000000_VDD_2_R 497.6 0.489898
VCC_H_2.000000_VDD_2_L 529.2 0.4
VCC_H_2.000000_DVDD_2 665 0
VCC_H_2.000000_BG 556 0
VCC_H_2.000000_Temp 574.9 0.3
VCC_H_2.000000_VDD_H_4 413.8 0.4
VCC_H_2.000000_OTA_R 700.8 0.4
VCC_H_2.000000_OTA_L 744.3 0.458258
VCC_H_2.500000_current_1V5_Reset 0.0436598 0.00121325
VCC_H_2.500000_VDD_Reset 1.41456 0.0197598
VCC_H_2.500000_current_1V5_Run 0.0282973 0.00371308
VCC_H_2.500000_VDD_Run 1.17756 0.00154648
VCC_H_2.500000_VDD_2_R 496.7 0.458258
VCC_H_2.500000_VDD_2_L 528.1 0.3
VCC_H_2.500000_DVDD_2 663.8 0.4
VCC_H_2.500000_BG 555 0
VCC_H_2.500000_Temp 573.7 0.458258
VCC_H_2.500000_VDD_H_4 509.8 0.4
VCC_H_2.500000_OTA_R 700.5 0.5
VCC_H_2.500000_OTA_L 743.1 0.3
VCC_H_3.000000_current_1V5_Reset 0.0437071 0.00114655
VCC_H_3.000000_VDD_Reset 1.41258 2.22045e-16
VCC_H_3.000000_current_1V5_Run 0.0281779 0.00387614
VCC_H_3.000000_VDD_Run 1.17843 0.000960937
VCC_H_3.000000_VDD_2_R 496.2 0.4
VCC_H_3.000000_VDD_2_L 527.8 0.4
VCC_H_3.000000_DVDD_2 663.9 0.3
VCC_H_3.000000_BG 555.2 0.4
VCC_H_3.000000_Temp 573.6 0.489898
VCC_H_3.000000_VDD_H_4 604 0
VCC_H_3.000000_OTA_R 700.2 0.4
VCC_H_3.000000_OTA_L 743.2 0.4
