Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0437892 4.8744e-05
VCC_H_1.500000_VDD_Reset 1.42219 3.77476e-15
VCC_H_1.500000_current_1V5_Run 0.0292475 0.00349205
VCC_H_1.500000_VDD_Run 1.20437 8.88178e-16
VCC_H_1.500000_VDD_2_R 514.3 0.458258
VCC_H_1.500000_VDD_2_L 496 0
VCC_H_1.500000_DVDD_2 614.1 0.3
VCC_H_1.500000_BG 522 0
VCC_H_1.500000_Temp 535.8 0.4
VCC_H_1.500000_VDD_H_4 323 0
VCC_H_1.500000_OTA_R 726.6 0.489898
VCC_H_1.500000_OTA_L 706.8 0.4
VCC_H_2.000000_current_1V5_Reset 0.0438489 0.00178199
VCC_H_2.000000_VDD_Reset 1.42219 3.77476e-15
VCC_H_2.000000_current_1V5_Run 0.0290485 0.00314967
VCC_H_2.000000_VDD_Run 1.20437 8.88178e-16
VCC_H_2.000000_VDD_2_R 513.1 0.3
VCC_H_2.000000_VDD_2_L 494.8 0.4
VCC_H_2.000000_DVDD_2 613 0
VCC_H_2.000000_BG 521 0
VCC_H_2.000000_Temp 534.8 0.4
VCC_H_2.000000_VDD_H_4 417 0
VCC_H_2.000000_OTA_R 725.5 0.5
VCC_H_2.000000_OTA_L 705.5 0.5
VCC_H_2.500000_current_1V5_Reset 0.0438439 0.00183149
VCC_H_2.500000_VDD_Reset 1.42219 3.77476e-15
VCC_H_2.500000_current_1V5_Run 0.0292997 0.00347253
VCC_H_2.500000_VDD_Run 1.20428 0.000546412
VCC_H_2.500000_VDD_2_R 512.6 0.489898
VCC_H_2.500000_VDD_2_L 493.6 0.489898
VCC_H_2.500000_DVDD_2 612 0
VCC_H_2.500000_BG 520.3 0.458258
VCC_H_2.500000_Temp 534 0
VCC_H_2.500000_VDD_H_4 513.9 0.3
VCC_H_2.500000_OTA_R 725 0
VCC_H_2.500000_OTA_L 704.7 0.458258
VCC_H_3.000000_current_1V5_Reset 0.0439409 0.000866245
VCC_H_3.000000_VDD_Reset 1.42219 3.77476e-15
VCC_H_3.000000_current_1V5_Run 0.0281903 0.0029627
VCC_H_3.000000_VDD_Run 1.20428 0.000546412
VCC_H_3.000000_VDD_2_R 512.1 0.3
VCC_H_3.000000_VDD_2_L 493.4 0.489898
VCC_H_3.000000_DVDD_2 612.4 0.489898
VCC_H_3.000000_BG 520.6 0.489898
VCC_H_3.000000_Temp 534 0
VCC_H_3.000000_VDD_H_4 608.4 0.489898
VCC_H_3.000000_OTA_R 724.7 0.458258
VCC_H_3.000000_OTA_L 705 0
