BGreg_val Voltage stddev
0 1.00258 2.22045e-16
1 0.989766 5.55112e-16
2 0.976953 1.22125e-15
3 0.963692 0.00111144
4 0.948125 6.66134e-16
5 0.932141 0.000318707
6 0.916094 1.33227e-15
7 0.896875 7.77156e-16
8 0.877656 8.88178e-16
9 0.858437 1.11022e-15
10 0.839635 0.00210799
11 0.820032 0.00228726
12 0.801326 0.00252438
13 0.781915 0.00127281
14 0.762824 0.00123018
15 0.742324 0.00138699
16 0.72365 0.000868986
