BGreg_val Voltage stddev
0 0.535338 0.0397437
1 0.483864 0.0543528
2 0.462852 0.0368359
3 0.470443 0.0533234
4 0.445939 0.0464367
5 0.440238 0.0511705
6 0.429155 0.0494299
7 0.411666 0.0377819
8 0.397444 0.0379261
9 0.385945 0.0388767
10 0.368039 0.0352067
11 0.360063 0.0411152
12 0.33873 0.0336995
13 0.331171 0.0487862
14 0.321145 0.0366016
15 0.306955 0.0367091
16 0.291741 0.0341991
