BGreg_val Voltage stddev
0 1.42571 0.00302182
1 1.41104 0.00160028
2 1.39336 8.88178e-16
3 1.37414 1.77636e-15
4 1.35492 1.55431e-15
5 1.3325 8.88178e-16
6 1.31001 0.000448437
7 1.28269 0.00159353
8 1.25562 2.22045e-15
9 1.23 1.11022e-15
10 1.20313 0.00156232
11 1.17632 0.00231513
12 1.14864 0.0015692
13 1.12263 0.00160028
14 1.09496 0.00117429
15 1.06667 0.00139584
16 1.03903 0.00155475
