BGreg_val Voltage stddev
0 0.481013 0.0477471
1 0.476561 0.0485283
2 0.467464 0.0494275
3 0.463652 0.0502806
4 0.448566 0.045249
5 0.431941 0.0453881
6 0.428226 0.046448
7 0.413427 0.0441131
8 0.394016 0.0408408
9 0.365445 0.0237468
10 0.367911 0.0408998
11 0.35007 0.0344639
12 0.331555 0.0318948
13 0.330082 0.0374625
14 0.309166 0.0317594
15 0.292894 0.026743
16 0.290844 0.0333002
