BGreg_val Voltage stddev
0 1.42988 0.00664214
1 1.42501 0.00509045
2 1.41364 0.0023562
3 1.39522 0.00158093
4 1.37629 0.00150615
5 1.35492 1.55431e-15
6 1.3325 8.88178e-16
7 1.30688 1.9984e-15
8 1.28119 0.000448437
9 1.25249 0.000448437
10 1.22507 0.00159643
11 1.19755 0.00133267
12 1.16991 0.00198076
13 1.14108 0.001368
14 1.11392 0.001368
15 1.08432 0.00160028
16 1.05604 0.00148142
