BGreg_val Voltage stddev
0 1.01382 0.00160124
1 0.999407 0.000318707
2 0.985634 0.00145346
3 0.970547 2.22045e-15
4 0.95293 0.00160156
5 0.934031 0.0015692
6 0.91619 0.00123684
7 0.897035 0.000698105
8 0.877336 0.00210043
9 0.858822 0.00104089
10 0.839603 0.00177072
11 0.820096 0.00183754
12 0.801037 0.00173561
13 0.781659 0.000546412
14 0.762824 0.00114374
15 0.743093 0.000318707
16 0.723874 0.000318707
