BGreg_val Voltage stddev
0 1.42164 0.00175764
1 1.40633 0.000698105
2 1.38695 1.33227e-15
3 1.36773 1.33227e-15
4 1.34813 0.00104089
5 1.32315 0.000868986
6 1.29759 0.000960937
7 1.27164 2.66454e-15
8 1.24563 0.00104089
9 1.21828 0.00151735
10 1.19182 0.00140937
11 1.1661 0.00152779
12 1.13877 0.00160028
13 1.11353 0.0015375
14 1.08586 1.33227e-15
15 1.05825 0.00155475
16 1.03141 2.44249e-15
