Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0430205 0.00112755
VCC_H_1.500000_VDD_Reset 1.40937 6.66134e-16
VCC_H_1.500000_current_1V5_Run 0.0398217 0.00310804
VCC_H_1.500000_VDD_Run 1.42174 0.00239786
VCC_H_1.500000_VDD_2_R 289.3 0.640312
VCC_H_1.500000_VDD_2_L 404 0
VCC_H_1.500000_DVDD_2 420.8 0.4
VCC_H_1.500000_BG 430.9 0.3
VCC_H_1.500000_Temp 377.1 0.3
VCC_H_1.500000_VDD_H_4 217.3 0.458258
VCC_H_1.500000_OTA_R 585.9 0.3
VCC_H_1.500000_OTA_L 580.8 0.4
VCC_H_2.000000_current_1V5_Reset 0.0431996 0.000816746
VCC_H_2.000000_VDD_Reset 1.40937 6.66134e-16
VCC_H_2.000000_current_1V5_Run 0.039165 0.00393323
VCC_H_2.000000_VDD_Run 1.42007 0.00460226
VCC_H_2.000000_VDD_2_R 289 1
VCC_H_2.000000_VDD_2_L 403.1 0.3
VCC_H_2.000000_DVDD_2 419.6 0.489898
VCC_H_2.000000_BG 430 0
VCC_H_2.000000_Temp 376.2 0.4
VCC_H_2.000000_VDD_H_4 283.6 0.489898
VCC_H_2.000000_OTA_R 585.3 0.458258
VCC_H_2.000000_OTA_L 579.4 0.489898
VCC_H_2.500000_current_1V5_Reset 0.0431872 0.000940495
VCC_H_2.500000_VDD_Reset 1.40937 6.66134e-16
VCC_H_2.500000_current_1V5_Run 0.0378516 0.00386206
VCC_H_2.500000_VDD_Run 1.41812 0.00491771
VCC_H_2.500000_VDD_2_R 289 0.632456
VCC_H_2.500000_VDD_2_L 402.1 0.3
VCC_H_2.500000_DVDD_2 418.2 0.4
VCC_H_2.500000_BG 428.6 0.489898
VCC_H_2.500000_Temp 375.2 0.4
VCC_H_2.500000_VDD_H_4 350.2 0.4
VCC_H_2.500000_OTA_R 584.2 0.4
VCC_H_2.500000_OTA_L 577.8 0.4
VCC_H_3.000000_current_1V5_Reset 0.0430977 0.0012885
VCC_H_3.000000_VDD_Reset 1.40937 6.66134e-16
VCC_H_3.000000_current_1V5_Run 0.0367944 0.00378562
VCC_H_3.000000_VDD_Run 1.41866 0.00705415
VCC_H_3.000000_VDD_2_R 288.5 1.28452
VCC_H_3.000000_VDD_2_L 401 0
VCC_H_3.000000_DVDD_2 416.9 0.3
VCC_H_3.000000_BG 427.6 0.489898
VCC_H_3.000000_Temp 374 0
VCC_H_3.000000_VDD_H_4 415.4 0.489898
VCC_H_3.000000_OTA_R 583.2 0.4
VCC_H_3.000000_OTA_L 576.2 0.4
