BGreg_val Voltage stddev
0 0.490623 0.0416358
1 0.477842 0.0485237
2 0.460161 0.0510016
3 0.447316 0.046887
4 0.438508 0.0444566
5 0.433671 0.0515333
6 0.407438 0.042723
7 0.392511 0.0399927
8 0.386841 0.0407612
9 0.378257 0.0439076
10 0.366662 0.0410162
11 0.344304 0.0392575
12 0.349109 0.0335962
13 0.317302 0.0362302
14 0.304265 0.0337576
15 0.288794 0.0319791
16 0.275405 0.0307833
