BGreg_val Voltage stddev
0 0.763401 0.00150615
1 0.754208 0.00172017
2 0.743029 0.00237356
3 0.73342 0.00258065
4 0.722241 0.00237464
5 0.70962 0.00273375
6 0.69527 0.00255528
7 0.682041 0.00276491
8 0.667083 0.00315861
9 0.652348 0.0034266
10 0.638287 0.00239078
11 0.624289 0.00241831
12 0.609298 0.00288566
13 0.594788 0.00299437
14 0.581239 0.00318449
15 0.565736 0.0023442
16 0.551546 0.00167637
