Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0485253 6.7483e-05
VCC_H_1.500000_VDD_Reset 1.40941 0.000318707
VCC_H_1.500000_current_1V5_Run 0.0327498 0.0023178
VCC_H_1.500000_VDD_Run 1.20758 1.55431e-15
VCC_H_1.500000_VDD_2_R 502.5 0.5
VCC_H_1.500000_VDD_2_L 497.9 0.3
VCC_H_1.500000_DVDD_2 612 0
VCC_H_1.500000_BG 524 0
VCC_H_1.500000_Temp 536 0
VCC_H_1.500000_VDD_H_4 307 0
VCC_H_1.500000_OTA_R 711 0
VCC_H_1.500000_OTA_L 701 0
VCC_H_2.000000_current_1V5_Reset 0.0485725 0.00173226
VCC_H_2.000000_VDD_Reset 1.40937 6.66134e-16
VCC_H_2.000000_current_1V5_Run 0.0328518 0.00240043
VCC_H_2.000000_VDD_Run 1.20758 1.55431e-15
VCC_H_2.000000_VDD_2_R 502 0
VCC_H_2.000000_VDD_2_L 497 0
VCC_H_2.000000_DVDD_2 611.2 0.4
VCC_H_2.000000_BG 523.7 0.458258
VCC_H_2.000000_Temp 535.9 0.3
VCC_H_2.000000_VDD_H_4 398 0
VCC_H_2.000000_OTA_R 711 0
VCC_H_2.000000_OTA_L 700.6 0.489898
VCC_H_2.500000_current_1V5_Reset 0.0485775 0.00175724
VCC_H_2.500000_VDD_Reset 1.40937 6.66134e-16
VCC_H_2.500000_current_1V5_Run 0.0326429 0.00242009
VCC_H_2.500000_VDD_Run 1.20729 0.00102249
VCC_H_2.500000_VDD_2_R 501.8 0.4
VCC_H_2.500000_VDD_2_L 496.3 0.458258
VCC_H_2.500000_DVDD_2 611 0
VCC_H_2.500000_BG 523 0
VCC_H_2.500000_Temp 535.1 0.3
VCC_H_2.500000_VDD_H_4 491 0
VCC_H_2.500000_OTA_R 710.5 0.5
VCC_H_2.500000_OTA_L 700 0
VCC_H_3.000000_current_1V5_Reset 0.04859 0.00163349
VCC_H_3.000000_VDD_Reset 1.40976 0.00104089
VCC_H_3.000000_current_1V5_Run 0.0331702 0.00305631
VCC_H_3.000000_VDD_Run 1.20761 0.00139584
VCC_H_3.000000_VDD_2_R 501 0
VCC_H_3.000000_VDD_2_L 495.9 0.3
VCC_H_3.000000_DVDD_2 610.1 0.3
VCC_H_3.000000_BG 523 0
VCC_H_3.000000_Temp 535 0
VCC_H_3.000000_VDD_H_4 598.5 0.5
VCC_H_3.000000_OTA_R 708.7 0.458258
VCC_H_3.000000_OTA_L 699 0
