BGreg_val Voltage stddev
0 0.753503 0.00231513
1 0.743093 0.0025422
2 0.73374 0.00268967
3 0.723746 0.00280616
4 0.712279 0.00167392
5 0.699274 0.00190552
6 0.685981 0.00274499
7 0.671215 0.00311791
8 0.656384 0.00250909
9 0.642643 0.00292363
10 0.627716 0.00312054
11 0.613527 0.00280781
12 0.600202 0.00263281
13 0.585403 0.00283327
14 0.56737 0.036828
15 0.557248 0.00269729
16 0.541777 0.00239786
