BGreg_val Voltage stddev
0 0.992969 1.77636e-15
1 0.977498 0.0012032
2 0.962667 0.00159643
3 0.944922 1.22125e-15
4 0.926152 0.00111144
5 0.909688 1.11022e-16
6 0.890469 1.9984e-15
7 0.871378 0.00100478
8 0.85328 0.00275152
9 0.833773 0.0035812
10 0.8159 0.00405369
11 0.797642 0.00300411
12 0.778936 0.00209456
13 0.760966 0.00158579
14 0.74194 0.00154648
15 0.721984 0.0015692
16 0.704687 3.33067e-16
