BGreg_val Voltage stddev
0 1.42433 0.0025647
1 1.41175 0.001405
2 1.39349 0.000627682
3 1.37577 0.00160124
4 1.35492 1.55431e-15
5 1.3325 8.88178e-16
6 1.30688 1.9984e-15
7 1.2808 0.00111144
8 1.25242 1.11022e-15
9 1.2268 2.22045e-15
10 1.19899 0.00149418
11 1.1734 0.00169826
12 1.14537 0.00158093
13 1.1193 0.00158999
14 1.09166 0.00125659
15 1.06347 0.000318707
16 1.03717 0.00128125
