BGreg_val Voltage stddev
0 0.435273 0.0386449
1 0.453434 0.0505958
2 0.442191 0.0438264
3 0.435433 0.0516842
4 0.414292 0.0455795
5 0.404074 0.0430779
6 0.389628 0.043311
7 0.382517 0.0439241
8 0.365348 0.0436938
9 0.348692 0.0408697
10 0.33652 0.0380345
11 0.328833 0.0377839
12 0.311344 0.0346264
13 0.304713 0.0380961
14 0.290427 0.0369487
15 0.272298 0.0287586
16 0.259677 0.0245379
