Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0433414 0.00435598
VCC_H_1.500000_VDD_Reset 1.41729 0.00159868
VCC_H_1.500000_current_1V5_Run 0.0285386 0.00362279
VCC_H_1.500000_VDD_Run 1.20745 0.000627682
VCC_H_1.500000_VDD_2_R 505.7 0.458258
VCC_H_1.500000_VDD_2_L 455.3 0.458258
VCC_H_1.500000_DVDD_2 559.2 0.4
VCC_H_1.500000_BG 481 0
VCC_H_1.500000_Temp 484 0
VCC_H_1.500000_VDD_H_4 310 0
VCC_H_1.500000_OTA_R 713.9 0.3
VCC_H_1.500000_OTA_L 648.1 0.3
VCC_H_2.000000_current_1V5_Reset 0.04363 0.00154623
VCC_H_2.000000_VDD_Reset 1.41636 0.0012306
VCC_H_2.000000_current_1V5_Run 0.0281804 0.00309911
VCC_H_2.000000_VDD_Run 1.20758 1.55431e-15
VCC_H_2.000000_VDD_2_R 504.8 0.4
VCC_H_2.000000_VDD_2_L 454 0
VCC_H_2.000000_DVDD_2 558 0
VCC_H_2.000000_BG 480 0
VCC_H_2.000000_Temp 483 0
VCC_H_2.000000_VDD_H_4 404.1 0.3
VCC_H_2.000000_OTA_R 712.9 0.3
VCC_H_2.000000_OTA_L 647 0
VCC_H_2.500000_current_1V5_Reset 0.0438439 0.00183149
VCC_H_2.500000_VDD_Reset 1.41642 0.00128125
VCC_H_2.500000_current_1V5_Run 0.0287898 0.00349443
VCC_H_2.500000_VDD_Run 1.20703 0.0012032
VCC_H_2.500000_VDD_2_R 504.2 0.4
VCC_H_2.500000_VDD_2_L 453 0
VCC_H_2.500000_DVDD_2 557.2 0.4
VCC_H_2.500000_BG 483.9 7.27255
VCC_H_2.500000_Temp 482.2 0.4
VCC_H_2.500000_VDD_H_4 500 0
VCC_H_2.500000_OTA_R 712.2 0.6
VCC_H_2.500000_OTA_L 646 0
VCC_H_3.000000_current_1V5_Reset 0.0434061 0.00472178
VCC_H_3.000000_VDD_Reset 1.41661 0.001405
VCC_H_3.000000_current_1V5_Run 0.027949 0.00292517
VCC_H_3.000000_VDD_Run 1.20726 0.00166439
VCC_H_3.000000_VDD_2_R 504 0
VCC_H_3.000000_VDD_2_L 453.1 0.3
VCC_H_3.000000_DVDD_2 558 0
VCC_H_3.000000_BG 472 8
VCC_H_3.000000_Temp 482.6 0.489898
VCC_H_3.000000_VDD_H_4 594.2 0.4
VCC_H_3.000000_OTA_R 712.5 0.5
VCC_H_3.000000_OTA_L 647 0
