BGreg_val Voltage stddev
0 1.39945 0.000960937
1 1.38202 0.00159643
2 1.36245 0.00152779
3 1.34259 0.00114374
4 1.32299 0.000546412
5 1.30047 3.33067e-15
6 1.27494 0.000546412
7 1.24922 1.77636e-15
8 1.22311 0.00114374
9 1.19672 0.00156232
10 1.16882 0.00625225
11 1.14409 0.00573672
12 1.11735 0.00758072
13 1.08887 0.00744091
14 1.0636 0.00728139
15 1.03538 0.001368
16 1.00905 0.000448437
