InputCurrent BandgapControl RampGain OpAmpGain ResistorIdx ADCvalue
1.27974e-06 0 0 1 3 56
1.28926e-06 0 0 1 3 52
1.29959e-06 0 0 1 3 53
1.30991e-06 0 0 1 3 57
1.31944e-06 0 0 1 3 76
1.32979e-06 0 0 1 3 58
1.33938e-06 0 0 1 3 69
1.34977e-06 0 0 1 3 75
1.35936e-06 0 0 1 3 90
1.36975e-06 0 0 1 3 56
1.37933e-06 0 0 1 3 55
1.38972e-06 0 0 1 3 59
1.39931e-06 0 0 1 3 53
1.4097e-06 0 0 1 3 54
1.41928e-06 0 0 1 3 72
1.42967e-06 0 0 1 3 55
1.43926e-06 0 0 1 3 48
1.44965e-06 0 0 1 3 73
1.45924e-06 0 0 1 3 73
1.46962e-06 0 0 1 3 75
1.47921e-06 0 0 1 3 76
1.4896e-06 0 0 1 3 57
1.49999e-06 0 0 1 3 65
1.50957e-06 0 0 1 3 53
1.51996e-06 0 0 1 3 51
1.52955e-06 0 0 1 3 48
1.53994e-06 0 0 1 3 54
1.54952e-06 0 0 1 3 54
1.55991e-06 0 0 1 3 50
1.5695e-06 0 0 1 3 62
1.57989e-06 0 0 1 3 67
1.58948e-06 0 0 1 3 69
1.59986e-06 0 0 1 3 59
1.60945e-06 0 0 1 3 76
1.61984e-06 0 0 1 3 76
1.62943e-06 0 0 1 3 53
1.63981e-06 0 0 1 3 48
1.6494e-06 0 0 1 3 66
1.65984e-06 0 0 1 3 60
1.66949e-06 0 0 1 3 60
1.67994e-06 0 0 1 3 65
1.68959e-06 0 0 1 3 60
1.69924e-06 0 0 1 3 53
1.70969e-06 0 0 1 3 75
1.71933e-06 0 0 1 3 60
1.72978e-06 0 0 1 3 71
1.73943e-06 0 0 1 3 68
1.74988e-06 0 0 1 3 67
1.75953e-06 0 0 1 3 71
1.76998e-06 0 0 1 3 61
1.77963e-06 0 0 1 3 60
1.78927e-06 0 0 1 3 84
1.79973e-06 0 0 1 3 67
1.80937e-06 0 0 1 3 59
1.81976e-06 0 0 1 3 55
1.82929e-06 0 0 1 3 69
1.83962e-06 0 0 1 3 79
1.84994e-06 0 0 1 3 81
1.85947e-06 0 0 1 3 57
1.86979e-06 0 0 1 3 75
1.87932e-06 0 0 1 3 60
1.88965e-06 0 0 1 3 54
1.89997e-06 0 0 1 3 75
1.9095e-06 0 0 1 3 59
1.91982e-06 0 0 1 3 67
1.92935e-06 0 0 1 3 65
1.93968e-06 0 0 1 3 54
1.94921e-06 0 0 1 3 52
1.95953e-06 0 0 1 3 56
1.96985e-06 0 0 1 3 76
