BGreg_val Voltage stddev
0 1.00258 2.22045e-16
1 0.989766 5.55112e-16
2 0.974519 0.001368
3 0.960937 0
4 0.947773 0.00100223
5 0.931949 0.000698105
6 0.912891 1.55431e-15
7 0.893928 0.000868986
8 0.875638 0.00154648
9 0.856452 0.00155475
10 0.836272 0.00517837
11 0.81747 0.0064905
12 0.800941 0.00613421
13 0.778744 0.00691875
14 0.758788 0.00996471
15 0.739826 0.0011509
16 0.721023 0.00132068
