Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0466099 0.00153449
VCC_H_1.500000_VDD_Reset 1.41962 0.00128125
VCC_H_1.500000_current_1V5_Run 0.0312101 0.0038238
VCC_H_1.500000_VDD_Run 1.19995 0.00155475
VCC_H_1.500000_VDD_2_R 531 0
VCC_H_1.500000_VDD_2_L 512.1 0.3
VCC_H_1.500000_DVDD_2 634 0
VCC_H_1.500000_BG 538.1 0.3
VCC_H_1.500000_Temp 551.8 0.4
VCC_H_1.500000_VDD_H_4 332 0
VCC_H_1.500000_OTA_R 740.6 0.489898
VCC_H_1.500000_OTA_L 719.6 0.489898
VCC_H_2.000000_current_1V5_Reset 0.0465751 0.00188099
VCC_H_2.000000_VDD_Reset 1.41982 0.001405
VCC_H_2.000000_current_1V5_Run 0.0312822 0.00394403
VCC_H_2.000000_VDD_Run 1.20098 0.0007607
VCC_H_2.000000_VDD_2_R 529.9 0.3
VCC_H_2.000000_VDD_2_L 511 0
VCC_H_2.000000_DVDD_2 633 0
VCC_H_2.000000_BG 537 0
VCC_H_2.000000_Temp 550.9 0.3
VCC_H_2.000000_VDD_H_4 431.1 0.3
VCC_H_2.000000_OTA_R 739.7 0.458258
VCC_H_2.000000_OTA_L 718 0
VCC_H_2.500000_current_1V5_Reset 0.0466 0.00170902
VCC_H_2.500000_VDD_Reset 1.41985 0.00142206
VCC_H_2.500000_current_1V5_Run 0.0307574 0.00364179
VCC_H_2.500000_VDD_Run 1.19986 0.0015754
VCC_H_2.500000_VDD_2_R 529 0
VCC_H_2.500000_VDD_2_L 510.4 0.489898
VCC_H_2.500000_DVDD_2 632.7 0.458258
VCC_H_2.500000_BG 537 0
VCC_H_2.500000_Temp 550.1 0.3
VCC_H_2.500000_VDD_H_4 532.3 0.458258
VCC_H_2.500000_OTA_R 739.5 0.5
VCC_H_2.500000_OTA_L 718 0
VCC_H_3.000000_current_1V5_Reset 0.046697 0.00187266
VCC_H_3.000000_VDD_Reset 1.42062 0.00160124
VCC_H_3.000000_current_1V5_Run 0.030628 0.00335238
VCC_H_3.000000_VDD_Run 1.19967 0.00228547
VCC_H_3.000000_VDD_2_R 529 0.447214
VCC_H_3.000000_VDD_2_L 509.8 0.4
VCC_H_3.000000_DVDD_2 632.1 0.3
VCC_H_3.000000_BG 537 0
VCC_H_3.000000_Temp 550 0
VCC_H_3.000000_VDD_H_4 631.7 0.458258
VCC_H_3.000000_OTA_R 739.6 0.489898
VCC_H_3.000000_OTA_L 717.8 0.4
