Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0427867 2.47499e-05
VCC_H_1.500000_VDD_Reset 1.39816 0.00447292
VCC_H_1.500000_current_1V5_Run 0.0361776 0.00362065
VCC_H_1.500000_VDD_Run 1.40383 0.00560052
VCC_H_1.500000_VDD_2_R 459 239.623
VCC_H_1.500000_VDD_2_L 573.8 234.715
VCC_H_1.500000_DVDD_2 3696.3 9623.87
VCC_H_1.500000_BG 3703.6 9621.39
VCC_H_1.500000_Temp 3673.1 9697.5
VCC_H_1.500000_VDD_H_4 257.2 274.708
VCC_H_1.500000_OTA_R 632.8 270.343
VCC_H_1.500000_OTA_L 670.8 336.28
VCC_H_2.000000_current_1V5_Reset 0.0424957 0.000395998
VCC_H_2.000000_VDD_Reset 1.39592 0.00128125
VCC_H_2.000000_current_1V5_Run 0.0363442 0.003906
VCC_H_2.000000_VDD_Run 1.40495 0.00476782
VCC_H_2.000000_VDD_2_R 302.3 0.640312
VCC_H_2.000000_VDD_2_L 419.2 0.4
VCC_H_2.000000_DVDD_2 436 0
VCC_H_2.000000_BG 445.9 0.3
VCC_H_2.000000_Temp 395.7 0.458258
VCC_H_2.000000_VDD_H_4 291.6 0.489898
VCC_H_2.000000_OTA_R 592.1 0.3
VCC_H_2.000000_OTA_L 591 0.447214
VCC_H_2.500000_current_1V5_Reset 0.0424435 0.000915745
VCC_H_2.500000_VDD_Reset 1.39615 0.00107722
VCC_H_2.500000_current_1V5_Run 0.0358218 0.0035732
VCC_H_2.500000_VDD_Run 1.40518 0.00525732
VCC_H_2.500000_VDD_2_R 302.2 0.87178
VCC_H_2.500000_VDD_2_L 418.5 0.5
VCC_H_2.500000_DVDD_2 435.2 0.4
VCC_H_2.500000_BG 444.6 0.489898
VCC_H_2.500000_Temp 394.5 0.5
VCC_H_2.500000_VDD_H_4 359.1 0.3
VCC_H_2.500000_OTA_R 591 0
VCC_H_2.500000_OTA_L 589.2 0.6
VCC_H_3.000000_current_1V5_Reset 0.0424833 0.000647021
VCC_H_3.000000_VDD_Reset 1.39647 0.000546412
VCC_H_3.000000_current_1V5_Run 0.0356029 0.00344612
VCC_H_3.000000_VDD_Run 1.40521 0.00511498
VCC_H_3.000000_VDD_2_R 302.3 0.640312
VCC_H_3.000000_VDD_2_L 417 0
VCC_H_3.000000_DVDD_2 433.9 0.3
VCC_H_3.000000_BG 443.4 0.489898
VCC_H_3.000000_Temp 393.7 0.458258
VCC_H_3.000000_VDD_H_4 425.4 0.489898
VCC_H_3.000000_OTA_R 590.3 0.458258
VCC_H_3.000000_OTA_L 588 0
