Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0470179 3.48244e-05
VCC_H_1.500000_VDD_Reset 1.41258 2.22045e-16
VCC_H_1.500000_current_1V5_Run 0.0312972 0.00478981
VCC_H_1.500000_VDD_Run 1.20031 0.00142206
VCC_H_1.500000_VDD_2_R 514.5 0.5
VCC_H_1.500000_VDD_2_L 534.9 0.3
VCC_H_1.500000_DVDD_2 657.4 0.489898
VCC_H_1.500000_BG 556.5 0.5
VCC_H_1.500000_Temp 570 0
VCC_H_1.500000_VDD_H_4 322.6 0.489898
VCC_H_1.500000_OTA_R 721.6 0.489898
VCC_H_1.500000_OTA_L 741.2 0.4
VCC_H_2.000000_current_1V5_Reset 0.0471572 0.000891453
VCC_H_2.000000_VDD_Reset 1.41258 2.22045e-16
VCC_H_2.000000_current_1V5_Run 0.0315335 0.00365797
VCC_H_2.000000_VDD_Run 1.2005 0.00130466
VCC_H_2.000000_VDD_2_R 513.7 0.458258
VCC_H_2.000000_VDD_2_L 533.8 0.4
VCC_H_2.000000_DVDD_2 656.2 0.6
VCC_H_2.000000_BG 555.7 0.458258
VCC_H_2.000000_Temp 568.9 0.3
VCC_H_2.000000_VDD_H_4 419.3 0.458258
VCC_H_2.000000_OTA_R 720.9 0.3
VCC_H_2.000000_OTA_L 740.1 0.7
VCC_H_2.500000_current_1V5_Reset 0.0471497 0.00111374
VCC_H_2.500000_VDD_Reset 1.41258 2.22045e-16
VCC_H_2.500000_current_1V5_Run 0.0317648 0.00408329
VCC_H_2.500000_VDD_Run 1.19951 0.00245953
VCC_H_2.500000_VDD_2_R 513.1 0.3
VCC_H_2.500000_VDD_2_L 533 0
VCC_H_2.500000_DVDD_2 655.8 0.4
VCC_H_2.500000_BG 555.5 0.5
VCC_H_2.500000_Temp 568.9 0.3
VCC_H_2.500000_VDD_H_4 518.3 0.458258
VCC_H_2.500000_OTA_R 720.9 0.3
VCC_H_2.500000_OTA_L 739.6 0.489898
VCC_H_3.000000_current_1V5_Reset 0.0470776 0.00185666
VCC_H_3.000000_VDD_Reset 1.41258 2.22045e-16
VCC_H_3.000000_current_1V5_Run 0.0312474 0.003698
VCC_H_3.000000_VDD_Run 1.20024 0.00490601
VCC_H_3.000000_VDD_2_R 512.8 0.4
VCC_H_3.000000_VDD_2_L 532.3 0.458258
VCC_H_3.000000_DVDD_2 655.1 0.538516
VCC_H_3.000000_BG 555 0
VCC_H_3.000000_Temp 568.2 0.4
VCC_H_3.000000_VDD_H_4 613.8 0.4
VCC_H_3.000000_OTA_R 720.9 0.3
VCC_H_3.000000_OTA_L 739.2 0.6
