Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0440827 0.00443055
VCC_H_1.500000_VDD_Reset 1.42539 2.66454e-15
VCC_H_1.500000_current_1V5_Run 0.030031 0.00327983
VCC_H_1.500000_VDD_Run 1.21722 0.000318707
VCC_H_1.500000_VDD_2_R 537 0
VCC_H_1.500000_VDD_2_L 478 0
VCC_H_1.500000_DVDD_2 587 0
VCC_H_1.500000_BG 501.6 0.489898
VCC_H_1.500000_Temp 511.1 0.3
VCC_H_1.500000_VDD_H_4 329 0
VCC_H_1.500000_OTA_R 746.1 0.3
VCC_H_1.500000_OTA_L 672.4 0.489898
VCC_H_2.000000_current_1V5_Reset 0.044426 0.0017437
VCC_H_2.000000_VDD_Reset 1.42539 2.66454e-15
VCC_H_2.000000_current_1V5_Run 0.0297301 0.00328579
VCC_H_2.000000_VDD_Run 1.21722 0.000318707
VCC_H_2.000000_VDD_2_R 535.3 0.458258
VCC_H_2.000000_VDD_2_L 476.9 0.3
VCC_H_2.000000_DVDD_2 585.9 0.3
VCC_H_2.000000_BG 500.6 0.489898
VCC_H_2.000000_Temp 510.2 0.4
VCC_H_2.000000_VDD_H_4 428.4 0.489898
VCC_H_2.000000_OTA_R 744.1 0.538516
VCC_H_2.000000_OTA_L 670.9 0.3
VCC_H_2.500000_current_1V5_Reset 0.0445976 0.00175724
VCC_H_2.500000_VDD_Reset 1.42539 2.66454e-15
VCC_H_2.500000_current_1V5_Run 0.0292898 0.00323223
VCC_H_2.500000_VDD_Run 1.21866 0.00183559
VCC_H_2.500000_VDD_2_R 535 0.447214
VCC_H_2.500000_VDD_2_L 475.7 0.458258
VCC_H_2.500000_DVDD_2 584.7 0.458258
VCC_H_2.500000_BG 500 0
VCC_H_2.500000_Temp 509.3 0.458258
VCC_H_2.500000_VDD_H_4 529.2 0.4
VCC_H_2.500000_OTA_R 743.9 0.3
VCC_H_2.500000_OTA_L 669.6 0.489898
VCC_H_3.000000_current_1V5_Reset 0.0445851 0.00180649
VCC_H_3.000000_VDD_Reset 1.42539 2.66454e-15
VCC_H_3.000000_current_1V5_Run 0.0294714 0.0034921
VCC_H_3.000000_VDD_Run 1.21863 0.00223646
VCC_H_3.000000_VDD_2_R 534 0
VCC_H_3.000000_VDD_2_L 475.2 0.4
VCC_H_3.000000_DVDD_2 584.4 0.489898
VCC_H_3.000000_BG 499.8 0.4
VCC_H_3.000000_Temp 509 0
VCC_H_3.000000_VDD_H_4 628.2 0.4
VCC_H_3.000000_OTA_R 742.9 0.3
VCC_H_3.000000_OTA_L 669.7 0.458258
