Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0446822 0.000120095
VCC_H_1.500000_VDD_Reset 1.41898 1.77636e-15
VCC_H_1.500000_current_1V5_Run 0.0292749 0.00336951
VCC_H_1.500000_VDD_Run 1.19342 0.00158093
VCC_H_1.500000_VDD_2_R 504 0
VCC_H_1.500000_VDD_2_L 516.2 0.4
VCC_H_1.500000_DVDD_2 636.1 0.3
VCC_H_1.500000_BG 542 0
VCC_H_1.500000_Temp 552 0
VCC_H_1.500000_VDD_H_4 321 0
VCC_H_1.500000_OTA_R 710.8 0.4
VCC_H_1.500000_OTA_L 719.1 0.3
VCC_H_2.000000_current_1V5_Reset 0.0446647 0.00108899
VCC_H_2.000000_VDD_Reset 1.41898 1.77636e-15
VCC_H_2.000000_current_1V5_Run 0.0294987 0.00341264
VCC_H_2.000000_VDD_Run 1.19384 0.00145346
VCC_H_2.000000_VDD_2_R 503.5 0.5
VCC_H_2.000000_VDD_2_L 515.1 0.3
VCC_H_2.000000_DVDD_2 634.9 0.3
VCC_H_2.000000_BG 541 0
VCC_H_2.000000_Temp 551 0
VCC_H_2.000000_VDD_H_4 414 0
VCC_H_2.000000_OTA_R 710 0
VCC_H_2.000000_OTA_L 718 0
VCC_H_2.500000_current_1V5_Reset 0.0445951 0.00125368
VCC_H_2.500000_VDD_Reset 1.41898 1.77636e-15
VCC_H_2.500000_current_1V5_Run 0.02975 0.00369519
VCC_H_2.500000_VDD_Run 1.19352 0.00156232
VCC_H_2.500000_VDD_2_R 503 0
VCC_H_2.500000_VDD_2_L 514.7 0.458258
VCC_H_2.500000_DVDD_2 634 0
VCC_H_2.500000_BG 540.1 0.3
VCC_H_2.500000_Temp 550 0
VCC_H_2.500000_VDD_H_4 510.2 0.4
VCC_H_2.500000_OTA_R 709.6 0.489898
VCC_H_2.500000_OTA_L 717 0
VCC_H_3.000000_current_1V5_Reset 0.0446225 0.00150974
VCC_H_3.000000_VDD_Reset 1.41898 1.77636e-15
VCC_H_3.000000_current_1V5_Run 0.0296753 0.00411514
VCC_H_3.000000_VDD_Run 1.19406 0.00132688
VCC_H_3.000000_VDD_2_R 502.5 0.5
VCC_H_3.000000_VDD_2_L 514 0
VCC_H_3.000000_DVDD_2 633 0
VCC_H_3.000000_BG 539.9 0.3
VCC_H_3.000000_Temp 549.4 0.489898
VCC_H_3.000000_VDD_H_4 603 0
VCC_H_3.000000_OTA_R 708.9 0.3
VCC_H_3.000000_OTA_L 716 0
