Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0472666 3.48244e-05
VCC_H_1.500000_VDD_Reset 1.40912 0.000868986
VCC_H_1.500000_current_1V5_Run 0.031041 0.0033364
VCC_H_1.500000_VDD_Run 1.19156 2.66454e-15
VCC_H_1.500000_VDD_2_R 497.3 0.458258
VCC_H_1.500000_VDD_2_L 488.1 0.3
VCC_H_1.500000_DVDD_2 605.2 0.4
VCC_H_1.500000_BG 512.6 0.489898
VCC_H_1.500000_Temp 531 0
VCC_H_1.500000_VDD_H_4 310 0
VCC_H_1.500000_OTA_R 700.4 0.489898
VCC_H_1.500000_OTA_L 690 0
VCC_H_2.000000_current_1V5_Reset 0.0470875 0.00193367
VCC_H_2.000000_VDD_Reset 1.40931 0.000448437
VCC_H_2.000000_current_1V5_Run 0.0314041 0.00389688
VCC_H_2.000000_VDD_Run 1.19156 2.66454e-15
VCC_H_2.000000_VDD_2_R 497.6 0.489898
VCC_H_2.000000_VDD_2_L 487.4 0.489898
VCC_H_2.000000_DVDD_2 605 0
VCC_H_2.000000_BG 512 0
VCC_H_2.000000_Temp 530.8 0.4
VCC_H_2.000000_VDD_H_4 405 0
VCC_H_2.000000_OTA_R 701 0
VCC_H_2.000000_OTA_L 689.3 0.458258
VCC_H_2.500000_current_1V5_Reset 0.047187 0.00219306
VCC_H_2.500000_VDD_Reset 1.40848 0.0014382
VCC_H_2.500000_current_1V5_Run 0.0310882 0.00334301
VCC_H_2.500000_VDD_Run 1.19038 0.00205874
VCC_H_2.500000_VDD_2_R 497.7 0.458258
VCC_H_2.500000_VDD_2_L 487.7 0.458258
VCC_H_2.500000_DVDD_2 605 0
VCC_H_2.500000_BG 512 0
VCC_H_2.500000_Temp 530.8 0.4
VCC_H_2.500000_VDD_H_4 501.7 0.458258
VCC_H_2.500000_OTA_R 701.4 0.489898
VCC_H_2.500000_OTA_L 689.6 0.489898
VCC_H_3.000000_current_1V5_Reset 0.0473238 0.00185624
VCC_H_3.000000_VDD_Reset 1.40896 0.00107722
VCC_H_3.000000_current_1V5_Run 0.0309265 0.00318065
VCC_H_3.000000_VDD_Run 1.1914 0.00586049
VCC_H_3.000000_VDD_2_R 497.5 0.5
VCC_H_3.000000_VDD_2_L 487 0
VCC_H_3.000000_DVDD_2 604.7 0.458258
VCC_H_3.000000_BG 512 0
VCC_H_3.000000_Temp 530.4 0.489898
VCC_H_3.000000_VDD_H_4 595.5 0.5
VCC_H_3.000000_OTA_R 701.7 0.458258
VCC_H_3.000000_OTA_L 689.4 0.489898
