Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.044324 0.0044548
VCC_H_1.500000_VDD_Reset 1.41338 0.00138699
VCC_H_1.500000_current_1V5_Run 0.0291082 0.00360191
VCC_H_1.500000_VDD_Run 1.18836 1.77636e-15
VCC_H_1.500000_VDD_2_R 495.6 0.489898
VCC_H_1.500000_VDD_2_L 462.4 0.489898
VCC_H_1.500000_DVDD_2 573 0
VCC_H_1.500000_BG 490 0
VCC_H_1.500000_Temp 500 0
VCC_H_1.500000_VDD_H_4 299 0
VCC_H_1.500000_OTA_R 698.1 0.3
VCC_H_1.500000_OTA_L 653.5 0.5
VCC_H_2.000000_current_1V5_Reset 0.0443961 0.00264665
VCC_H_2.000000_VDD_Reset 1.41296 0.00104089
VCC_H_2.000000_current_1V5_Run 0.029245 0.00343886
VCC_H_2.000000_VDD_Run 1.18839 0.000318707
VCC_H_2.000000_VDD_2_R 494.8 0.4
VCC_H_2.000000_VDD_2_L 461.2 0.4
VCC_H_2.000000_DVDD_2 572.3 0.458258
VCC_H_2.000000_BG 489 0
VCC_H_2.000000_Temp 499.9 0.3
VCC_H_2.000000_VDD_H_4 391.3 0.458258
VCC_H_2.000000_OTA_R 697.8 0.4
VCC_H_2.000000_OTA_L 652.8 0.4
VCC_H_2.500000_current_1V5_Reset 0.0447866 0.00187877
VCC_H_2.500000_VDD_Reset 1.41338 0.00138699
VCC_H_2.500000_current_1V5_Run 0.0287699 0.00326515
VCC_H_2.500000_VDD_Run 1.18945 0.00151735
VCC_H_2.500000_VDD_2_R 494 0.447214
VCC_H_2.500000_VDD_2_L 460.8 0.4
VCC_H_2.500000_DVDD_2 572 0
VCC_H_2.500000_BG 488.9 0.3
VCC_H_2.500000_Temp 499.2 0.4
VCC_H_2.500000_VDD_H_4 484.6 0.489898
VCC_H_2.500000_OTA_R 697.7 0.458258
VCC_H_2.500000_OTA_L 652 0
VCC_H_3.000000_current_1V5_Reset 0.0448115 0.00142736
VCC_H_3.000000_VDD_Reset 1.41319 0.00125659
VCC_H_3.000000_current_1V5_Run 0.029056 0.00350417
VCC_H_3.000000_VDD_Run 1.18961 0.00156232
VCC_H_3.000000_VDD_2_R 494.1 0.538516
VCC_H_3.000000_VDD_2_L 460.5 0.5
VCC_H_3.000000_DVDD_2 572 0
VCC_H_3.000000_BG 488.8 0.4
VCC_H_3.000000_Temp 499.2 0.4
VCC_H_3.000000_VDD_H_4 577 0
VCC_H_3.000000_OTA_R 697.7 0.458258
VCC_H_3.000000_OTA_L 651.9 0.3
