Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0462965 0.00465298
VCC_H_1.500000_VDD_Reset 1.4062 0.000318707
VCC_H_1.500000_current_1V5_Run 0.0309439 0.00357208
VCC_H_1.500000_VDD_Run 1.18516 1.9984e-15
VCC_H_1.500000_VDD_2_R 502.6 0.489898
VCC_H_1.500000_VDD_2_L 543.6 0.489898
VCC_H_1.500000_DVDD_2 671.2 0.4
VCC_H_1.500000_BG 569 0
VCC_H_1.500000_Temp 588 0
VCC_H_1.500000_VDD_H_4 317.2 0.4
VCC_H_1.500000_OTA_R 714.2 0.4
VCC_H_1.500000_OTA_L 757.1 0.3
VCC_H_2.000000_current_1V5_Reset 0.0466025 0.00165911
VCC_H_2.000000_VDD_Reset 1.4062 0.000318707
VCC_H_2.000000_current_1V5_Run 0.0311181 0.00357234
VCC_H_2.000000_VDD_Run 1.18516 1.9984e-15
VCC_H_2.000000_VDD_2_R 502.1 0.3
VCC_H_2.000000_VDD_2_L 542.1 0.3
VCC_H_2.000000_DVDD_2 669.9 0.3
VCC_H_2.000000_BG 567.8 0.4
VCC_H_2.000000_Temp 586.9 0.3
VCC_H_2.000000_VDD_H_4 415 0
VCC_H_2.000000_OTA_R 714.1 0.3
VCC_H_2.000000_OTA_L 756.1 0.3
VCC_H_2.500000_current_1V5_Reset 0.0467841 0.00192892
VCC_H_2.500000_VDD_Reset 1.40617 2.22045e-16
VCC_H_2.500000_current_1V5_Run 0.0304962 0.00339754
VCC_H_2.500000_VDD_Run 1.19022 0.0427954
VCC_H_2.500000_VDD_2_R 501.6 0.489898
VCC_H_2.500000_VDD_2_L 541.9 0.538516
VCC_H_2.500000_DVDD_2 669.8 0.4
VCC_H_2.500000_BG 567.8 0.4
VCC_H_2.500000_Temp 586.9 0.3
VCC_H_2.500000_VDD_H_4 514 0
VCC_H_2.500000_OTA_R 714.3 0.458258
VCC_H_2.500000_OTA_L 755.6 0.489898
VCC_H_3.000000_current_1V5_Reset 0.0468139 0.00190546
VCC_H_3.000000_VDD_Reset 1.4064 0.000817268
VCC_H_3.000000_current_1V5_Run 0.0309116 0.00380196
VCC_H_3.000000_VDD_Run 1.18573 0.00484467
VCC_H_3.000000_VDD_2_R 501.4 0.489898
VCC_H_3.000000_VDD_2_L 541 0.447214
VCC_H_3.000000_DVDD_2 669.8 0.4
VCC_H_3.000000_BG 567.8 0.4
VCC_H_3.000000_Temp 586.7 0.458258
VCC_H_3.000000_VDD_H_4 610.8 0.4
VCC_H_3.000000_OTA_R 714.2 0.6
VCC_H_3.000000_OTA_L 755.7 0.458258
