BGreg_val Voltage stddev
0 1.41533 0.00614499
1 1.41018 0.00357762
2 1.39554 0.00149418
3 1.37725 0.000546412
4 1.35787 0.000868986
5 1.33843 0.00114374
6 1.31607 0.00107722
7 1.2907 0.000698105
8 1.26232 0.000916676
9 1.23983 0.0370103
10 1.20886 0.0015692
11 1.18291 0.00219595
12 1.15505 0.00175442
13 1.12862 0.00152779
14 1.10178 0.000546412
15 1.07305 1.9984e-15
16 1.04608 0.00158093
