BGreg_val Voltage stddev
0 0.517689 0.0477573
1 0.482839 0.0348203
2 0.504332 0.0614439
3 0.464837 0.0306507
4 0.483736 0.0552388
5 0.472077 0.0532755
6 0.450359 0.0492386
7 0.477202 0.0523512
8 0.412146 0.0445593
9 0.410096 0.0425581
10 0.396611 0.0447438
11 0.382998 0.0445137
12 0.359198 0.0351703
13 0.353721 0.0453969
14 0.34267 0.0425859
15 0.318263 0.0330482
16 0.310735 0.0321798
