Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0447817 4.24328e-05
VCC_H_1.500000_VDD_Reset 1.41578 1.11022e-15
VCC_H_1.500000_current_1V5_Run 0.0290759 0.00249165
VCC_H_1.500000_VDD_Run 1.19477 1.55431e-15
VCC_H_1.500000_VDD_2_R 487 0
VCC_H_1.500000_VDD_2_L 551 0
VCC_H_1.500000_DVDD_2 678 0
VCC_H_1.500000_BG 576 0
VCC_H_1.500000_Temp 588.8 0.4
VCC_H_1.500000_VDD_H_4 260.8 0.4
VCC_H_1.500000_OTA_R 683 0
VCC_H_1.500000_OTA_L 769.1 0.3
VCC_H_2.000000_current_1V5_Reset 0.0448886 0.00128696
VCC_H_2.000000_VDD_Reset 1.41578 1.11022e-15
VCC_H_2.000000_current_1V5_Run 0.03073 0.00390339
VCC_H_2.000000_VDD_Run 1.19477 1.55431e-15
VCC_H_2.000000_VDD_2_R 485.7 0.458258
VCC_H_2.000000_VDD_2_L 549.2 0.4
VCC_H_2.000000_DVDD_2 676 0
VCC_H_2.000000_BG 574.2 0.4
VCC_H_2.000000_Temp 587 0
VCC_H_2.000000_VDD_H_4 333.1 0.538516
VCC_H_2.000000_OTA_R 681.5 0.5
VCC_H_2.000000_OTA_L 786.3 29.2645
VCC_H_2.500000_current_1V5_Reset 0.0448414 0.00180674
VCC_H_2.500000_VDD_Reset 1.41578 1.11022e-15
VCC_H_2.500000_current_1V5_Run 0.0318693 0.00367273
VCC_H_2.500000_VDD_Run 1.19534 0.00131133
VCC_H_2.500000_VDD_2_R 484.2 0.4
VCC_H_2.500000_VDD_2_L 547.8 0.4
VCC_H_2.500000_DVDD_2 674.8 0.4
VCC_H_2.500000_BG 573 0
VCC_H_2.500000_Temp 585.9 0.3
VCC_H_2.500000_VDD_H_4 408.5 0.5
VCC_H_2.500000_OTA_R 680 0
VCC_H_2.500000_OTA_L 765.6 0.489898
VCC_H_3.000000_current_1V5_Reset 0.0446498 0.00261183
VCC_H_3.000000_VDD_Reset 1.41569 0.000546412
VCC_H_3.000000_current_1V5_Run 0.0296206 0.00378153
VCC_H_3.000000_VDD_Run 1.1955 0.00174592
VCC_H_3.000000_VDD_2_R 484 0
VCC_H_3.000000_VDD_2_L 547.2 0.4
VCC_H_3.000000_DVDD_2 674 0
VCC_H_3.000000_BG 573 0
VCC_H_3.000000_Temp 585.6 0.489898
VCC_H_3.000000_VDD_H_4 468.1 0.830662
VCC_H_3.000000_OTA_R 680 0
VCC_H_3.000000_OTA_L 765.1 0.3
