BGreg_val Voltage stddev
0 1.00956 0.0012306
1 0.996492 0.000960937
2 0.983359 1.77636e-15
3 0.970547 2.22045e-15
4 0.9553 0.001368
5 0.938612 0.000546412
6 0.920098 0.00138699
7 0.901776 0.00159868
8 0.88198 0.00152779
9 0.863787 0.00150615
10 0.843767 0.00158093
11 0.824773 0.00160124
12 0.801646 0.0499992
13 0.78704 0.00145346
14 0.767597 0.0015375
15 0.747129 0.00159353
16 0.72743 0.000960937
