BGreg_val Voltage stddev
0 1.42571 0.00312202
1 1.4121 0.00114374
2 1.39342 0.000448437
3 1.3767 0.00128125
4 1.35502 0.000546412
5 1.3357 1.77636e-15
6 1.31328 1.77636e-15
7 1.28766 1.33227e-15
8 1.26197 0.000448437
9 1.23458 0.00158579
10 1.20835 0.00235903
11 1.18106 0.00336191
12 1.1537 0.00492865
13 1.12641 0.00584024
14 1.1012 0.00658466
15 1.07196 0.00354434
16 1.04441 0.00267303
