BGreg_val Voltage stddev
0 0.476881 0.0463785
1 0.485402 0.0527251
2 0.479027 0.0561039
3 0.461859 0.0535367
4 0.4469 0.0477738
5 0.437259 0.0482631
6 0.429443 0.0661137
7 0.402985 0.0382279
8 0.393792 0.0442677
9 0.381588 0.0402082
10 0.361569 0.0342937
11 0.355739 0.0418295
12 0.339659 0.0404633
13 0.315284 0.027346
14 0.311504 0.0350457
15 0.326238 0.0290846
16 0.282291 0.0306519
