Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0467691 3.48244e-05
VCC_H_1.500000_VDD_Reset 1.42187 0.000960937
VCC_H_1.500000_current_1V5_Run 0.0289664 0.00326727
VCC_H_1.500000_VDD_Run 1.19521 0.00111144
VCC_H_1.500000_VDD_2_R 493.6 0.489898
VCC_H_1.500000_VDD_2_L 548 0
VCC_H_1.500000_DVDD_2 679.5 0.5
VCC_H_1.500000_BG 577.1 0.3
VCC_H_1.500000_Temp 592 0
VCC_H_1.500000_VDD_H_4 308.9 0.3
VCC_H_1.500000_OTA_R 689.6 0.489898
VCC_H_1.500000_OTA_L 768 0
VCC_H_2.000000_current_1V5_Reset 0.0466099 0.00161005
VCC_H_2.000000_VDD_Reset 1.42168 0.00117429
VCC_H_2.000000_current_1V5_Run 0.0303295 0.00362747
VCC_H_2.000000_VDD_Run 1.19541 0.00128125
VCC_H_2.000000_VDD_2_R 492.4 0.489898
VCC_H_2.000000_VDD_2_L 546.7 0.458258
VCC_H_2.000000_DVDD_2 677.9 0.3
VCC_H_2.000000_BG 574.4 4.8
VCC_H_2.000000_Temp 590.9 0.3
VCC_H_2.000000_VDD_H_4 401.4 0.489898
VCC_H_2.000000_OTA_R 688.3 0.458258
VCC_H_2.000000_OTA_L 766.7 0.458258
VCC_H_2.500000_current_1V5_Reset 0.0468114 0.00195505
VCC_H_2.500000_VDD_Reset 1.42171 0.00114374
VCC_H_2.500000_current_1V5_Run 0.0307972 0.00405672
VCC_H_2.500000_VDD_Run 1.19634 0.00160124
VCC_H_2.500000_VDD_2_R 492 0
VCC_H_2.500000_VDD_2_L 545.9 0.3
VCC_H_2.500000_DVDD_2 677.5 0.5
VCC_H_2.500000_BG 578.6 11.6034
VCC_H_2.500000_Temp 590.6 0.489898
VCC_H_2.500000_VDD_H_4 496.6 0.489898
VCC_H_2.500000_OTA_R 688 0
VCC_H_2.500000_OTA_L 766.1 0.538516
VCC_H_3.000000_current_1V5_Reset 0.0468114 0.00200474
VCC_H_3.000000_VDD_Reset 1.42129 0.0014382
VCC_H_3.000000_current_1V5_Run 0.0293818 0.00394672
VCC_H_3.000000_VDD_Run 1.19634 0.00166408
VCC_H_3.000000_VDD_2_R 491.3 0.458258
VCC_H_3.000000_VDD_2_L 544.7 0.458258
VCC_H_3.000000_DVDD_2 676.9 0.3
VCC_H_3.000000_BG 573.5 4.5
VCC_H_3.000000_Temp 590.1 0.3
VCC_H_3.000000_VDD_H_4 589.2 0.4
VCC_H_3.000000_OTA_R 687.7 0.458258
VCC_H_3.000000_OTA_L 765.5 0.5
