Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0467642 1.04083e-16
VCC_H_1.500000_VDD_Reset 1.40617 2.22045e-16
VCC_H_1.500000_current_1V5_Run 0.0306455 0.00359297
VCC_H_1.500000_VDD_Run 1.16911 0.000318707
VCC_H_1.500000_VDD_2_R 499.8 0.4
VCC_H_1.500000_VDD_2_L 535.1 0.3
VCC_H_1.500000_DVDD_2 678 0
VCC_H_1.500000_BG 563 0
VCC_H_1.500000_Temp 588.2 0.4
VCC_H_1.500000_VDD_H_4 318.9 0.3
VCC_H_1.500000_OTA_R 702.1 0.3
VCC_H_1.500000_OTA_L 751.8 0.4
VCC_H_2.000000_current_1V5_Reset 0.0466398 0.00123749
VCC_H_2.000000_VDD_Reset 1.40617 2.22045e-16
VCC_H_2.000000_current_1V5_Run 0.0304713 0.0035391
VCC_H_2.000000_VDD_Run 1.16914 1.77636e-15
VCC_H_2.000000_VDD_2_R 499.2 0.4
VCC_H_2.000000_VDD_2_L 533.8 0.4
VCC_H_2.000000_DVDD_2 677 0
VCC_H_2.000000_BG 562.1 0.3
VCC_H_2.000000_Temp 587.1 0.3
VCC_H_2.000000_VDD_H_4 417 0
VCC_H_2.000000_OTA_R 701.9 0.3
VCC_H_2.000000_OTA_L 750.6 0.489898
VCC_H_2.500000_current_1V5_Reset 0.0466124 0.00161048
VCC_H_2.500000_VDD_Reset 1.40617 2.22045e-16
VCC_H_2.500000_current_1V5_Run 0.0297972 0.0031649
VCC_H_2.500000_VDD_Run 1.16956 0.00478661
VCC_H_2.500000_VDD_2_R 498.7 0.458258
VCC_H_2.500000_VDD_2_L 533.1 0.3
VCC_H_2.500000_DVDD_2 676.8 0.4
VCC_H_2.500000_BG 562 0
VCC_H_2.500000_Temp 587.5 0.5
VCC_H_2.500000_VDD_H_4 516 0.447214
VCC_H_2.500000_OTA_R 701.9 0.3
VCC_H_2.500000_OTA_L 750.6 0.489898
VCC_H_3.000000_current_1V5_Reset 0.0463935 0.00275524
VCC_H_3.000000_VDD_Reset 1.40617 2.22045e-16
VCC_H_3.000000_current_1V5_Run 0.0298893 0.00364728
VCC_H_3.000000_VDD_Run 1.1694 0.00491406
VCC_H_3.000000_VDD_2_R 498.8 0.4
VCC_H_3.000000_VDD_2_L 533 0
VCC_H_3.000000_DVDD_2 676.9 0.3
VCC_H_3.000000_BG 562.5 0.5
VCC_H_3.000000_Temp 587.9 0.3
VCC_H_3.000000_VDD_H_4 613.8 0.4
VCC_H_3.000000_OTA_R 701.9 0.538516
VCC_H_3.000000_OTA_L 751.1 0.538516
