Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0476049 0.00478585
VCC_H_1.500000_VDD_Reset 1.42219 3.77476e-15
VCC_H_1.500000_current_1V5_Run 0.0316852 0.00326185
VCC_H_1.500000_VDD_Run 1.20437 8.88178e-16
VCC_H_1.500000_VDD_2_R 501.4 0.489898
VCC_H_1.500000_VDD_2_L 485.5 0.5
VCC_H_1.500000_DVDD_2 600.2 0.4
VCC_H_1.500000_BG 508 0
VCC_H_1.500000_Temp 522 0
VCC_H_1.500000_VDD_H_4 314 0
VCC_H_1.500000_OTA_R 714.2 0.4
VCC_H_1.500000_OTA_L 682.2 0.4
VCC_H_2.000000_current_1V5_Reset 0.0480825 0.00170767
VCC_H_2.000000_VDD_Reset 1.42216 0.000318707
VCC_H_2.000000_current_1V5_Run 0.0323693 0.00387942
VCC_H_2.000000_VDD_Run 1.20437 8.88178e-16
VCC_H_2.000000_VDD_2_R 501.2 0.4
VCC_H_2.000000_VDD_2_L 484.7 0.458258
VCC_H_2.000000_DVDD_2 599.9 0.3
VCC_H_2.000000_BG 507.2 0.4
VCC_H_2.000000_Temp 521.4 0.489898
VCC_H_2.000000_VDD_H_4 408 0
VCC_H_2.000000_OTA_R 714.1 0.3
VCC_H_2.000000_OTA_L 681.8 0.4
VCC_H_2.500000_current_1V5_Reset 0.0478785 0.00264665
VCC_H_2.500000_VDD_Reset 1.42219 3.77476e-15
VCC_H_2.500000_current_1V5_Run 0.0318991 0.00357712
VCC_H_2.500000_VDD_Run 1.20521 0.001405
VCC_H_2.500000_VDD_2_R 500.9 0.3
VCC_H_2.500000_VDD_2_L 484 0
VCC_H_2.500000_DVDD_2 599.3 0.458258
VCC_H_2.500000_BG 507 0
VCC_H_2.500000_Temp 521.3 0.458258
VCC_H_2.500000_VDD_H_4 504.9 0.3
VCC_H_2.500000_OTA_R 714 0
VCC_H_2.500000_OTA_L 681.4 0.489898
VCC_H_3.000000_current_1V5_Reset 0.0480726 0.00185666
VCC_H_3.000000_VDD_Reset 1.42209 0.000546412
VCC_H_3.000000_current_1V5_Run 0.0320335 0.00377955
VCC_H_3.000000_VDD_Run 1.20646 0.00327832
VCC_H_3.000000_VDD_2_R 500 0
VCC_H_3.000000_VDD_2_L 483.2 0.4
VCC_H_3.000000_DVDD_2 598.9 0.3
VCC_H_3.000000_BG 506.9 0.3
VCC_H_3.000000_Temp 520.9 0.3
VCC_H_3.000000_VDD_H_4 598.8 0.4
VCC_H_3.000000_OTA_R 714.2 0.4
VCC_H_3.000000_OTA_L 680.8 0.4
