Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0435777 0.000913066
VCC_H_1.500000_VDD_Reset 1.40841 0.00318707
VCC_H_1.500000_current_1V5_Run 0.0372322 0.00385818
VCC_H_1.500000_VDD_Run 1.41524 0.00553047
VCC_H_1.500000_VDD_2_R 291.1 0.943398
VCC_H_1.500000_VDD_2_L 396.7 0.458258
VCC_H_1.500000_DVDD_2 416.2 0.4
VCC_H_1.500000_BG 427 0
VCC_H_1.500000_Temp 374.7 0.458258
VCC_H_1.500000_VDD_H_4 219.8 0.4
VCC_H_1.500000_OTA_R 579.2 0.4
VCC_H_1.500000_OTA_L 571.2 0.6
VCC_H_2.000000_current_1V5_Reset 0.0433389 0.00135873
VCC_H_2.000000_VDD_Reset 1.40608 0.000546412
VCC_H_2.000000_current_1V5_Run 0.0366178 0.00336759
VCC_H_2.000000_VDD_Run 1.41527 0.00537362
VCC_H_2.000000_VDD_2_R 291.2 0.748331
VCC_H_2.000000_VDD_2_L 395.4 0.489898
VCC_H_2.000000_DVDD_2 415.2 0.4
VCC_H_2.000000_BG 426 0
VCC_H_2.000000_Temp 373.3 0.458258
VCC_H_2.000000_VDD_H_4 284 0
VCC_H_2.000000_OTA_R 578.3 0.458258
VCC_H_2.000000_OTA_L 569.7 0.458258
VCC_H_2.500000_current_1V5_Reset 0.0435429 0.000123749
VCC_H_2.500000_VDD_Reset 1.40617 2.22045e-16
VCC_H_2.500000_current_1V5_Run 0.0371626 0.00380166
VCC_H_2.500000_VDD_Run 1.41485 0.00566319
VCC_H_2.500000_VDD_2_R 290.8 0.4
VCC_H_2.500000_VDD_2_L 394 0
VCC_H_2.500000_DVDD_2 414 0
VCC_H_2.500000_BG 425 0
VCC_H_2.500000_Temp 372 0
VCC_H_2.500000_VDD_H_4 349.5 0.5
VCC_H_2.500000_OTA_R 577.1 0.3
VCC_H_2.500000_OTA_L 568.1 0.3
VCC_H_3.000000_current_1V5_Reset 0.0433514 0.00125368
VCC_H_3.000000_VDD_Reset 1.40617 2.22045e-16
VCC_H_3.000000_current_1V5_Run 0.0366999 0.00360388
VCC_H_3.000000_VDD_Run 1.41626 0.00618419
VCC_H_3.000000_VDD_2_R 291.4 0.489898
VCC_H_3.000000_VDD_2_L 393 0.447214
VCC_H_3.000000_DVDD_2 412.6 0.489898
VCC_H_3.000000_BG 423.2 0.4
VCC_H_3.000000_Temp 371.2 0.4
VCC_H_3.000000_VDD_H_4 413.4 0.489898
VCC_H_3.000000_OTA_R 576.3 0.458258
VCC_H_3.000000_OTA_L 566.6 0.663325
