Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0429459 0.000916907
VCC_H_1.500000_VDD_Reset 1.41578 1.11022e-15
VCC_H_1.500000_current_1V5_Run 0.035695 0.0029412
VCC_H_1.500000_VDD_Run 1.41822 0.00157703
VCC_H_1.500000_VDD_2_R 284 0.632456
VCC_H_1.500000_VDD_2_L 403.8 0.4
VCC_H_1.500000_DVDD_2 422.6 0.489898
VCC_H_1.500000_BG 425.2 0.4
VCC_H_1.500000_Temp 378.9 0.3
VCC_H_1.500000_VDD_H_4 215.3 0.458258
VCC_H_1.500000_OTA_R 565.1 0.3
VCC_H_1.500000_OTA_L 571.1 0.3
VCC_H_2.000000_current_1V5_Reset 0.0429683 0.00134673
VCC_H_2.000000_VDD_Reset 1.41578 1.11022e-15
VCC_H_2.000000_current_1V5_Run 0.0364238 0.00380349
VCC_H_2.000000_VDD_Run 1.41806 0.0017127
VCC_H_2.000000_VDD_2_R 283.8 0.87178
VCC_H_2.000000_VDD_2_L 402.6 0.489898
VCC_H_2.000000_DVDD_2 421.2 0.4
VCC_H_2.000000_BG 423.5 0.5
VCC_H_2.000000_Temp 377.2 0.4
VCC_H_2.000000_VDD_H_4 278.2 0.4
VCC_H_2.000000_OTA_R 563.6 0.489898
VCC_H_2.000000_OTA_L 569 0
VCC_H_2.500000_current_1V5_Reset 0.0433016 0.000197999
VCC_H_2.500000_VDD_Reset 1.41578 1.11022e-15
VCC_H_2.500000_current_1V5_Run 0.0364014 0.00387887
VCC_H_2.500000_VDD_Run 1.4178 0.00195653
VCC_H_2.500000_VDD_2_R 284 0.632456
VCC_H_2.500000_VDD_2_L 400.9 0.3
VCC_H_2.500000_DVDD_2 419.3 0.458258
VCC_H_2.500000_BG 421.8 0.4
VCC_H_2.500000_Temp 375.3 0.458258
VCC_H_2.500000_VDD_H_4 342.6 0.489898
VCC_H_2.500000_OTA_R 562.4 0.489898
VCC_H_2.500000_OTA_L 567 0.447214
VCC_H_3.000000_current_1V5_Reset 0.0431797 0.00101474
VCC_H_3.000000_VDD_Reset 1.41578 1.11022e-15
VCC_H_3.000000_current_1V5_Run 0.0361999 0.00363483
VCC_H_3.000000_VDD_Run 1.41812 0.00310075
VCC_H_3.000000_VDD_2_R 282.3 0.640312
VCC_H_3.000000_VDD_2_L 399.2 0.4
VCC_H_3.000000_DVDD_2 417.5 0.5
VCC_H_3.000000_BG 420.5 0.5
VCC_H_3.000000_Temp 374.1 0.538516
VCC_H_3.000000_VDD_H_4 405.3 0.458258
VCC_H_3.000000_OTA_R 560.5 0.5
VCC_H_3.000000_OTA_L 564.9 0.3
