Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0440329 3.48244e-05
VCC_H_1.500000_VDD_Reset 1.41578 1.11022e-15
VCC_H_1.500000_current_1V5_Run 0.0288047 0.00313202
VCC_H_1.500000_VDD_Run 1.19163 0.000448437
VCC_H_1.500000_VDD_2_R 503 0.447214
VCC_H_1.500000_VDD_2_L 512.5 0.5
VCC_H_1.500000_DVDD_2 637 0
VCC_H_1.500000_BG 540 0
VCC_H_1.500000_Temp 555 0
VCC_H_1.500000_VDD_H_4 311 0
VCC_H_1.500000_OTA_R 704.3 0.458258
VCC_H_1.500000_OTA_L 721.2 0.4
VCC_H_2.000000_current_1V5_Reset 0.0436524 0.00471679
VCC_H_2.000000_VDD_Reset 1.41578 1.11022e-15
VCC_H_2.000000_current_1V5_Run 0.028959 0.00317775
VCC_H_2.000000_VDD_Run 1.19175 0.0007607
VCC_H_2.000000_VDD_2_R 502.1 0.3
VCC_H_2.000000_VDD_2_L 485.7 178.814
VCC_H_2.000000_DVDD_2 636 0
VCC_H_2.000000_BG 539.1 0.3
VCC_H_2.000000_Temp 554.3 0.458258
VCC_H_2.000000_VDD_H_4 402 0
VCC_H_2.000000_OTA_R 684.7 29.2645
VCC_H_2.000000_OTA_L 720.4 0.489898
VCC_H_2.500000_current_1V5_Reset 0.0439185 0.00250834
VCC_H_2.500000_VDD_Reset 1.41578 1.11022e-15
VCC_H_2.500000_current_1V5_Run 0.0290435 0.00336113
VCC_H_2.500000_VDD_Run 1.19288 0.0015754
VCC_H_2.500000_VDD_2_R 501.4 0.489898
VCC_H_2.500000_VDD_2_L 510.2 0.4
VCC_H_2.500000_DVDD_2 635 0
VCC_H_2.500000_BG 538.8 0.4
VCC_H_2.500000_Temp 553.9 0.3
VCC_H_2.500000_VDD_H_4 494 0
VCC_H_2.500000_OTA_R 703 0
VCC_H_2.500000_OTA_L 719.7 0.458258
VCC_H_3.000000_current_1V5_Reset 0.0440951 0.00180674
VCC_H_3.000000_VDD_Reset 1.41569 0.000546412
VCC_H_3.000000_current_1V5_Run 0.0284988 0.00330434
VCC_H_3.000000_VDD_Run 1.1931 0.00160028
VCC_H_3.000000_VDD_2_R 501 0
VCC_H_3.000000_VDD_2_L 510.1 0.3
VCC_H_3.000000_DVDD_2 634.9 0.3
VCC_H_3.000000_BG 538.9 0.3
VCC_H_3.000000_Temp 554 0
VCC_H_3.000000_VDD_H_4 607.6 0.489898
VCC_H_3.000000_OTA_R 697.3 34.2259
VCC_H_3.000000_OTA_L 720.3 0.458258
