BGreg_val Voltage stddev
0 0.679383 0.0260794
1 0.680088 0.0368954
2 0.662118 0.0274472
3 0.661702 0.0310197
4 0.647992 0.0322308
5 0.640625 0.0252255
6 0.633002 0.0341243
7 0.619773 0.0322912
8 0.608978 0.027067
9 0.607505 0.0333347
10 0.607184 0.0243071
11 0.600714 0.0300289
12 0.58268 0.0271986
13 0.561444 0.0256413
14 0.538958 0.0318534
15 0.517305 0.0255026
16 0.505357 0.0354372
