Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0437792 6.93889e-18
VCC_H_1.500000_VDD_Reset 1.41258 2.22045e-16
VCC_H_1.500000_current_1V5_Run 0.0285087 0.00311039
VCC_H_1.500000_VDD_Run 1.19156 2.66454e-15
VCC_H_1.500000_VDD_2_R 494.1 0.3
VCC_H_1.500000_VDD_2_L 512 0
VCC_H_1.500000_DVDD_2 638 0
VCC_H_1.500000_BG 538.9 0.3
VCC_H_1.500000_Temp 553.9 0.3
VCC_H_1.500000_VDD_H_4 306.6 0.489898
VCC_H_1.500000_OTA_R 698.8 0.4
VCC_H_1.500000_OTA_L 718 0
VCC_H_2.000000_current_1V5_Reset 0.0436349 0.0014607
VCC_H_2.000000_VDD_Reset 1.41258 2.22045e-16
VCC_H_2.000000_current_1V5_Run 0.0288968 0.00337709
VCC_H_2.000000_VDD_Run 1.19156 2.66454e-15
VCC_H_2.000000_VDD_2_R 493 0
VCC_H_2.000000_VDD_2_L 510.4 0.489898
VCC_H_2.000000_DVDD_2 636.8 0.4
VCC_H_2.000000_BG 537.6 0.489898
VCC_H_2.000000_Temp 552.5 0.5
VCC_H_2.000000_VDD_H_4 401 0
VCC_H_2.000000_OTA_R 697.6 0.489898
VCC_H_2.000000_OTA_L 716.1 0.3
VCC_H_2.500000_current_1V5_Reset 0.0437792 0.00145978
VCC_H_2.500000_VDD_Reset 1.41258 2.22045e-16
VCC_H_2.500000_current_1V5_Run 0.0285734 0.00317531
VCC_H_2.500000_VDD_Run 1.19156 0.000905981
VCC_H_2.500000_VDD_2_R 491.8 0.4
VCC_H_2.500000_VDD_2_L 509 0
VCC_H_2.500000_DVDD_2 635 0
VCC_H_2.500000_BG 536.1 0.3
VCC_H_2.500000_Temp 551 0
VCC_H_2.500000_VDD_H_4 496.1 0.3
VCC_H_2.500000_OTA_R 696.2 0.4
VCC_H_2.500000_OTA_L 714.6 0.489898
VCC_H_3.000000_current_1V5_Reset 0.043921 0.00106424
VCC_H_3.000000_VDD_Reset 1.41267 0.000546412
VCC_H_3.000000_current_1V5_Run 0.0283346 0.00314171
VCC_H_3.000000_VDD_Run 1.19166 0.000546412
VCC_H_3.000000_VDD_2_R 491.2 0.4
VCC_H_3.000000_VDD_2_L 508.8 0.4
VCC_H_3.000000_DVDD_2 635 0
VCC_H_3.000000_BG 536.3 0.458258
VCC_H_3.000000_Temp 551.4 0.489898
VCC_H_3.000000_VDD_H_4 590.4 0.489898
VCC_H_3.000000_OTA_R 696.6 0.489898
VCC_H_3.000000_OTA_L 714.7 0.458258
