BGreg_val Voltage stddev
0 1.41706 0.00373545
1 1.40265 0.00153616
2 1.38375 2.22045e-15
3 1.36258 0.00156232
4 1.33865 0.000868986
5 1.31319 0.000546412
6 1.28708 0.0012306
7 1.26049 0.00160028
8 1.23365 0.00111144
9 1.20799 0.00133267
10 1.18179 0.00177622
11 1.15508 0.00156232
12 1.12894 0.00159353
13 1.10338 0.00159868
14 1.07689 0.00128125
15 1.05011 0.00117429
16 1.02292 0.00152779
