Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0472617 1.17961e-16
VCC_H_1.500000_VDD_Reset 1.42244 0.000868986
VCC_H_1.500000_current_1V5_Run 0.0314439 0.00396452
VCC_H_1.500000_VDD_Run 1.19823 0.000868986
VCC_H_1.500000_VDD_2_R 506 0
VCC_H_1.500000_VDD_2_L 521.1 0.3
VCC_H_1.500000_DVDD_2 644.7 0.458258
VCC_H_1.500000_BG 546.3 0.458258
VCC_H_1.500000_Temp 559.1 0.3
VCC_H_1.500000_VDD_H_4 317.1 0.3
VCC_H_1.500000_OTA_R 715.1 0.3
VCC_H_1.500000_OTA_L 735.9 0.3
VCC_H_2.000000_current_1V5_Reset 0.0470801 0.00180674
VCC_H_2.000000_VDD_Reset 1.42222 0.000318707
VCC_H_2.000000_current_1V5_Run 0.0315086 0.00392956
VCC_H_2.000000_VDD_Run 1.19842 0.00111144
VCC_H_2.000000_VDD_2_R 505 0
VCC_H_2.000000_VDD_2_L 519.7 0.458258
VCC_H_2.000000_DVDD_2 643.1 0.3
VCC_H_2.000000_BG 545.2 0.4
VCC_H_2.000000_Temp 558.3 0.458258
VCC_H_2.000000_VDD_H_4 412 0
VCC_H_2.000000_OTA_R 714.7 0.458258
VCC_H_2.000000_OTA_L 734.5 0.5
VCC_H_2.500000_current_1V5_Reset 0.0470676 0.00193049
VCC_H_2.500000_VDD_Reset 1.42219 3.77476e-15
VCC_H_2.500000_current_1V5_Run 0.0310609 0.00360546
VCC_H_2.500000_VDD_Run 1.19861 0.00264136
VCC_H_2.500000_VDD_2_R 505.2 0.4
VCC_H_2.500000_VDD_2_L 519.7 0.458258
VCC_H_2.500000_DVDD_2 643.3 0.458258
VCC_H_2.500000_BG 545.5 0.5
VCC_H_2.500000_Temp 558.3 0.458258
VCC_H_2.500000_VDD_H_4 509 0
VCC_H_2.500000_OTA_R 714.8 0.4
VCC_H_2.500000_OTA_L 734.6 0.489898
VCC_H_3.000000_current_1V5_Reset 0.0471398 0.00196603
VCC_H_3.000000_VDD_Reset 1.42251 0.000960937
VCC_H_3.000000_current_1V5_Run 0.0305733 0.00470794
VCC_H_3.000000_VDD_Run 1.19874 0.00475359
VCC_H_3.000000_VDD_2_R 504.9 0.3
VCC_H_3.000000_VDD_2_L 519 0
VCC_H_3.000000_DVDD_2 642.8 0.4
VCC_H_3.000000_BG 545.2 0.4
VCC_H_3.000000_Temp 558.2 0.6
VCC_H_3.000000_VDD_H_4 603 0.447214
VCC_H_3.000000_OTA_R 715 0.447214
VCC_H_3.000000_OTA_L 734.2 0.4
