Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0465428 0.00467773
VCC_H_1.500000_VDD_Reset 1.40297 8.88178e-16
VCC_H_1.500000_current_1V5_Run 0.0306828 0.0022096
VCC_H_1.500000_VDD_Run 1.21181 0.0909867
VCC_H_1.500000_VDD_2_R 14 0
VCC_H_1.500000_VDD_2_L 395 0
VCC_H_1.500000_DVDD_2 416 0
VCC_H_1.500000_BG 418 0
VCC_H_1.500000_Temp 373.8 0.4
VCC_H_1.500000_VDD_H_4 206 0
VCC_H_1.500000_OTA_R 591 0
VCC_H_1.500000_OTA_L 562 0
VCC_H_2.000000_current_1V5_Reset 0.0469358 0.000767246
VCC_H_2.000000_VDD_Reset 1.40297 8.88178e-16
VCC_H_2.000000_current_1V5_Run 0.0307922 0.00244513
VCC_H_2.000000_VDD_Run 1.16927 0.000627682
VCC_H_2.000000_VDD_2_R 497 0
VCC_H_2.000000_VDD_2_L 467 0
VCC_H_2.000000_DVDD_2 591 0
VCC_H_2.000000_BG 492.7 0.458258
VCC_H_2.000000_Temp 516 0
VCC_H_2.000000_VDD_H_4 381 0
VCC_H_2.000000_OTA_R 710.1 0.3
VCC_H_2.000000_OTA_L 663 0
VCC_H_2.500000_current_1V5_Reset 0.0469408 0.00172203
VCC_H_2.500000_VDD_Reset 1.40297 8.88178e-16
VCC_H_2.500000_current_1V5_Run 0.0307375 0.00242071
VCC_H_2.500000_VDD_Run 1.17052 0.00158579
VCC_H_2.500000_VDD_2_R 495.1 0.3
VCC_H_2.500000_VDD_2_L 465 0
VCC_H_2.500000_DVDD_2 589 0
VCC_H_2.500000_BG 491 0
VCC_H_2.500000_Temp 514.2 0.4
VCC_H_2.500000_VDD_H_4 460.1 0.830662
VCC_H_2.500000_OTA_R 707.9 0.3
VCC_H_2.500000_OTA_L 661 0
VCC_H_3.000000_current_1V5_Reset 0.0468462 0.00253673
VCC_H_3.000000_VDD_Reset 1.40297 8.88178e-16
VCC_H_3.000000_current_1V5_Run 0.0304738 0.0023489
VCC_H_3.000000_VDD_Run 1.16991 0.001368
VCC_H_3.000000_VDD_2_R 494 0
VCC_H_3.000000_VDD_2_L 464 0
VCC_H_3.000000_DVDD_2 588 0
VCC_H_3.000000_BG 490 0
VCC_H_3.000000_Temp 513 0
VCC_H_3.000000_VDD_H_4 552 0
VCC_H_3.000000_OTA_R 707 0
VCC_H_3.000000_OTA_L 659.9 0.3
