Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0437792 0.000360467
VCC_H_1.500000_VDD_Reset 1.39977 6.66134e-16
VCC_H_1.500000_current_1V5_Run 0.0366974 0.00432166
VCC_H_1.500000_VDD_Run 1.41219 0.00672321
VCC_H_1.500000_VDD_2_R -2.02658e+08 6.07976e+08
VCC_H_1.500000_VDD_2_L 366.2 122.067
VCC_H_1.500000_DVDD_2 427 0
VCC_H_1.500000_BG 434.1 2.38537
VCC_H_1.500000_Temp 346.4 115.467
VCC_H_1.500000_VDD_H_4 231.9 0.538516
VCC_H_1.500000_OTA_R 492.2 246.1
VCC_H_1.500000_OTA_L -2.24914e+07 6.7476e+07
VCC_H_2.000000_current_1V5_Reset 0.0439036 0.00106439
VCC_H_2.000000_VDD_Reset 1.39977 6.66134e-16
VCC_H_2.000000_current_1V5_Run 0.0361228 0.00404433
VCC_H_2.000000_VDD_Run 1.41043 0.00741653
VCC_H_2.000000_VDD_2_R 716.7 0.781025
VCC_H_2.000000_VDD_2_L 406.5 0.5
VCC_H_2.000000_DVDD_2 426.7 0.458258
VCC_H_2.000000_BG 434.3 0.458258
VCC_H_2.000000_Temp 384.4 0.489898
VCC_H_2.000000_VDD_H_4 301.2 0.6
VCC_H_2.000000_OTA_R 614.8 0.6
VCC_H_2.000000_OTA_L 580.2 0.6
VCC_H_2.500000_current_1V5_Reset 0.0439931 0.000346498
VCC_H_2.500000_VDD_Reset 1.39977 6.66134e-16
VCC_H_2.500000_current_1V5_Run 0.0373193 0.00524805
VCC_H_2.500000_VDD_Run 1.41117 0.00810739
VCC_H_2.500000_VDD_2_R 645.4 215.135
VCC_H_2.500000_VDD_2_L 406 0
VCC_H_2.500000_DVDD_2 426.8 0.4
VCC_H_2.500000_BG 434 0.447214
VCC_H_2.500000_Temp 384.5 0.5
VCC_H_2.500000_VDD_H_4 371.7 0.640312
VCC_H_2.500000_OTA_R 615 0.447214
VCC_H_2.500000_OTA_L 579.9 0.538516
VCC_H_3.000000_current_1V5_Reset 0.043911 0.00116324
VCC_H_3.000000_VDD_Reset 1.39973 0.000318707
VCC_H_3.000000_current_1V5_Run 0.0362348 0.00446386
VCC_H_3.000000_VDD_Run 1.41207 0.00863918
VCC_H_3.000000_VDD_2_R 717.7 0.9
VCC_H_3.000000_VDD_2_L 406.2 0.4
VCC_H_3.000000_DVDD_2 427.1 0.3
VCC_H_3.000000_BG 434.2 0.6
VCC_H_3.000000_Temp 385.1 0.538516
VCC_H_3.000000_VDD_H_4 442 0.447214
VCC_H_3.000000_OTA_R 615.5 0.5
VCC_H_3.000000_OTA_L 580.7 0.640312
