Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0437917 5.42128e-05
VCC_H_1.500000_VDD_Reset 1.41927 0.00551263
VCC_H_1.500000_current_1V5_Run 0.0285485 0.0032189
VCC_H_1.500000_VDD_Run 1.19797 8.88178e-16
VCC_H_1.500000_VDD_2_R 464.9 0.3
VCC_H_1.500000_VDD_2_L 487.2 0.4
VCC_H_1.500000_DVDD_2 606.9 0.3
VCC_H_1.500000_BG 515 0
VCC_H_1.500000_Temp 529.9 0.3
VCC_H_1.500000_VDD_H_4 286 0
VCC_H_1.500000_OTA_R 665.3 0.458258
VCC_H_1.500000_OTA_L 694.6 0.489898
VCC_H_2.000000_current_1V5_Reset 0.0438737 0.00153449
VCC_H_2.000000_VDD_Reset 1.41876 0.000817268
VCC_H_2.000000_current_1V5_Run 0.0284167 0.00323429
VCC_H_2.000000_VDD_Run 1.19797 8.88178e-16
VCC_H_2.000000_VDD_2_R 464 0
VCC_H_2.000000_VDD_2_L 486 0
VCC_H_2.000000_DVDD_2 605.5 0.5
VCC_H_2.000000_BG 514 0
VCC_H_2.000000_Temp 529 0
VCC_H_2.000000_VDD_H_4 375 0
VCC_H_2.000000_OTA_R 664.8 0.4
VCC_H_2.000000_OTA_L 693.5 0.5
VCC_H_2.500000_current_1V5_Reset 0.0438538 0.00121885
VCC_H_2.500000_VDD_Reset 1.41799 0.00148142
VCC_H_2.500000_current_1V5_Run 0.0283346 0.00313105
VCC_H_2.500000_VDD_Run 1.19707 0.0014382
VCC_H_2.500000_VDD_2_R 463.4 0.489898
VCC_H_2.500000_VDD_2_L 485.1 0.3
VCC_H_2.500000_DVDD_2 604.9 0.3
VCC_H_2.500000_BG 513.1 0.3
VCC_H_2.500000_Temp 528.1 0.3
VCC_H_2.500000_VDD_H_4 465 0
VCC_H_2.500000_OTA_R 664.1 0.3
VCC_H_2.500000_OTA_L 692.9 0.3
VCC_H_3.000000_current_1V5_Reset 0.0438464 0.00183191
VCC_H_3.000000_VDD_Reset 1.41783 0.0015375
VCC_H_3.000000_current_1V5_Run 0.0282028 0.00344327
VCC_H_3.000000_VDD_Run 1.19726 0.00147344
VCC_H_3.000000_VDD_2_R 463 0
VCC_H_3.000000_VDD_2_L 485 0
VCC_H_3.000000_DVDD_2 605 0
VCC_H_3.000000_BG 513.4 0.489898
VCC_H_3.000000_Temp 528.4 0.489898
VCC_H_3.000000_VDD_H_4 554 0
VCC_H_3.000000_OTA_R 664.3 0.458258
VCC_H_3.000000_OTA_L 692.8 0.4
