Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0439359 0.000915745
VCC_H_1.500000_VDD_Reset 1.40937 6.66134e-16
VCC_H_1.500000_current_1V5_Run 0.028347 0.00311616
VCC_H_1.500000_VDD_Run 1.18205 0.000546412
VCC_H_1.500000_VDD_2_R 457.1 0.3
VCC_H_1.500000_VDD_2_L 473 0
VCC_H_1.500000_DVDD_2 588.7 0.458258
VCC_H_1.500000_BG 496 0
VCC_H_1.500000_Temp 513 0
VCC_H_1.500000_VDD_H_4 285 0
VCC_H_1.500000_OTA_R 646 0
VCC_H_1.500000_OTA_L 668 0
VCC_H_2.000000_current_1V5_Reset 0.0438414 0.00185624
VCC_H_2.000000_VDD_Reset 1.40937 6.66134e-16
VCC_H_2.000000_current_1V5_Run 0.027954 0.00291314
VCC_H_2.000000_VDD_Run 1.18218 0.000817268
VCC_H_2.000000_VDD_2_R 456 0
VCC_H_2.000000_VDD_2_L 472 0
VCC_H_2.000000_DVDD_2 587.9 0.3
VCC_H_2.000000_BG 496.6 4.8
VCC_H_2.000000_Temp 512.9 0.3
VCC_H_2.000000_VDD_H_4 370 0
VCC_H_2.000000_OTA_R 645.6 0.489898
VCC_H_2.000000_OTA_L 667 0
VCC_H_2.500000_current_1V5_Reset 0.0440454 0.00187906
VCC_H_2.500000_VDD_Reset 1.40937 6.66134e-16
VCC_H_2.500000_current_1V5_Run 0.0275734 0.00293549
VCC_H_2.500000_VDD_Run 1.18339 0.00159353
VCC_H_2.500000_VDD_2_R 455.6 0.489898
VCC_H_2.500000_VDD_2_L 471 0
VCC_H_2.500000_DVDD_2 587 0
VCC_H_2.500000_BG 494.5 0.5
VCC_H_2.500000_Temp 460.7 102.35
VCC_H_2.500000_VDD_H_4 457.6 0.489898
VCC_H_2.500000_OTA_R 645.1 0.3
VCC_H_2.500000_OTA_L 666 0
VCC_H_3.000000_current_1V5_Reset 0.0440777 0.00183094
VCC_H_3.000000_VDD_Reset 1.40937 6.66134e-16
VCC_H_3.000000_current_1V5_Run 0.0284416 0.00367575
VCC_H_3.000000_VDD_Run 1.18343 0.00159643
VCC_H_3.000000_VDD_2_R 455.3 0.458258
VCC_H_3.000000_VDD_2_L 471 0
VCC_H_3.000000_DVDD_2 587 0
VCC_H_3.000000_BG 494.9 0.3
VCC_H_3.000000_Temp 460.8 102.4
VCC_H_3.000000_VDD_H_4 543.8 0.4
VCC_H_3.000000_OTA_R 645.9 0.3
VCC_H_3.000000_OTA_L 666.4 0.489898
