Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0440404 0.00442716
VCC_H_1.500000_VDD_Reset 1.41396 0.00158579
VCC_H_1.500000_current_1V5_Run 0.0299539 0.00393304
VCC_H_1.500000_VDD_Run 1.1915 0.000448437
VCC_H_1.500000_VDD_2_R 505.5 0.5
VCC_H_1.500000_VDD_2_L 492.6 0.489898
VCC_H_1.500000_DVDD_2 618 0
VCC_H_1.500000_BG 522.3 0.458258
VCC_H_1.500000_Temp 531.2 0.4
VCC_H_1.500000_VDD_H_4 308.6 0.489898
VCC_H_1.500000_OTA_R 697.6 0.489898
VCC_H_1.500000_OTA_L 689 0
VCC_H_2.000000_current_1V5_Reset 0.0442518 0.00191534
VCC_H_2.000000_VDD_Reset 1.4138 0.00155475
VCC_H_2.000000_current_1V5_Run 0.0288918 0.0033416
VCC_H_2.000000_VDD_Run 1.19156 2.66454e-15
VCC_H_2.000000_VDD_2_R 504.1 0.3
VCC_H_2.000000_VDD_2_L 491.4 0.489898
VCC_H_2.000000_DVDD_2 617 0
VCC_H_2.000000_BG 521.4 0.489898
VCC_H_2.000000_Temp 530.7 0.458258
VCC_H_2.000000_VDD_H_4 401 0
VCC_H_2.000000_OTA_R 696.6 0.489898
VCC_H_2.000000_OTA_L 687.9 0.3
VCC_H_2.500000_current_1V5_Reset 0.0443737 0.00153494
VCC_H_2.500000_VDD_Reset 1.4137 0.00152779
VCC_H_2.500000_current_1V5_Run 0.0291505 0.00368575
VCC_H_2.500000_VDD_Run 1.19147 0.0011509
VCC_H_2.500000_VDD_2_R 503.2 0.4
VCC_H_2.500000_VDD_2_L 490.2 0.4
VCC_H_2.500000_DVDD_2 616 0
VCC_H_2.500000_BG 520.7 0.458258
VCC_H_2.500000_Temp 530 0
VCC_H_2.500000_VDD_H_4 495 0
VCC_H_2.500000_OTA_R 695.5 0.5
VCC_H_2.500000_OTA_L 687 0
VCC_H_3.000000_current_1V5_Reset 0.0441648 0.0026499
VCC_H_3.000000_VDD_Reset 1.41415 0.00160124
VCC_H_3.000000_current_1V5_Run 0.0293196 0.00365878
VCC_H_3.000000_VDD_Run 1.19175 0.001684
VCC_H_3.000000_VDD_2_R 503.2 0.4
VCC_H_3.000000_VDD_2_L 489.3 0.458258
VCC_H_3.000000_DVDD_2 615.2 0.4
VCC_H_3.000000_BG 520.4 0.489898
VCC_H_3.000000_Temp 529.3 0.458258
VCC_H_3.000000_VDD_H_4 587.8 0.4
VCC_H_3.000000_OTA_R 695.9 0.3
VCC_H_3.000000_OTA_L 686.8 0.4
