BGreg_val Voltage stddev
0 1.01539 1.33227e-15
1 1.00207 0.00117429
2 0.990823 0.0414258
3 0.97375 8.88178e-16
4 0.957638 0.000546412
5 0.938516 1.33227e-15
6 0.919297 5.55112e-16
7 0.900078 1.77636e-15
8 0.880859 0
9 0.861865 0.0017103
10 0.842037 0.00130348
11 0.823331 0.0020719
12 0.80344 0.0012032
13 0.785342 0.00171778
14 0.766059 0.00117429
15 0.745944 0.00104089
16 0.727109 8.88178e-16
