BGreg_val Voltage stddev
0 1.42555 0.00294879
1 1.41184 0.00134798
2 1.39336 8.88178e-16
3 1.37094 2.44249e-15
4 1.34531 2.66454e-15
5 1.31969 0
6 1.29393 0.000627682
7 1.26776 0.00130466
8 1.23971 0.000546412
9 1.21267 0.0015754
10 1.18628 0.00152779
11 1.15899 0.00252438
12 1.13205 0.00158093
13 1.10601 0.00145346
14 1.07961 0.000947497
15 1.05203 0.00158999
16 1.025 1.55431e-15
