BGreg_val Voltage stddev
0 1.42843 0.0042825
1 1.42023 0.00247678
2 1.40633 0.000698105
3 1.3874 0.00111144
4 1.36959 0.00158093
5 1.34906 0.0012032
6 1.32882 0.00114374
7 1.30367 2.66454e-15
8 1.27619 0.00158093
9 1.24922 1.77636e-15
10 1.22154 0.0015375
11 1.19534 0.00138736
12 1.16751 0.00160124
13 1.14066 0.00156232
14 1.11437 0.000960937
15 1.0848 0.00150615
16 1.05758 0.0012032
