Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0470403 0.00472785
VCC_H_1.500000_VDD_Reset 1.41258 2.22045e-16
VCC_H_1.500000_current_1V5_Run 0.0312474 0.00344327
VCC_H_1.500000_VDD_Run 1.18564 0.00114374
VCC_H_1.500000_VDD_2_R 482.1 0.3
VCC_H_1.500000_VDD_2_L 493.9 0.3
VCC_H_1.500000_DVDD_2 617.8 0.4
VCC_H_1.500000_BG 525 0
VCC_H_1.500000_Temp 540.7 0.458258
VCC_H_1.500000_VDD_H_4 312 0
VCC_H_1.500000_OTA_R 685.4 0.489898
VCC_H_1.500000_OTA_L 696.6 0.489898
VCC_H_2.000000_current_1V5_Reset 0.0475676 0.0018809
VCC_H_2.000000_VDD_Reset 1.41258 2.22045e-16
VCC_H_2.000000_current_1V5_Run 0.0309837 0.00347698
VCC_H_2.000000_VDD_Run 1.18615 0.00148142
VCC_H_2.000000_VDD_2_R 481.9 0.3
VCC_H_2.000000_VDD_2_L 493 0
VCC_H_2.000000_DVDD_2 617 0
VCC_H_2.000000_BG 524.1 0.3
VCC_H_2.000000_Temp 540 0
VCC_H_2.000000_VDD_H_4 403 0
VCC_H_2.000000_OTA_R 685.9 0.3
VCC_H_2.000000_OTA_L 695.9 0.3
VCC_H_2.500000_current_1V5_Reset 0.0475676 0.00190574
VCC_H_2.500000_VDD_Reset 1.41258 2.22045e-16
VCC_H_2.500000_current_1V5_Run 0.0308967 0.00331538
VCC_H_2.500000_VDD_Run 1.18621 0.00376432
VCC_H_2.500000_VDD_2_R 481.7 0.458258
VCC_H_2.500000_VDD_2_L 492.3 0.458258
VCC_H_2.500000_DVDD_2 617 0
VCC_H_2.500000_BG 524 0
VCC_H_2.500000_Temp 540 0
VCC_H_2.500000_VDD_H_4 496.7 0.458258
VCC_H_2.500000_OTA_R 685.9 0.3
VCC_H_2.500000_OTA_L 696 0
VCC_H_3.000000_current_1V5_Reset 0.0475601 0.00197999
VCC_H_3.000000_VDD_Reset 1.41258 2.22045e-16
VCC_H_3.000000_current_1V5_Run 0.0308793 0.00344565
VCC_H_3.000000_VDD_Run 1.1866 0.00159353
VCC_H_3.000000_VDD_2_R 481.6 0.489898
VCC_H_3.000000_VDD_2_L 492 0
VCC_H_3.000000_DVDD_2 616.9 0.3
VCC_H_3.000000_BG 524 0
VCC_H_3.000000_Temp 540 0
VCC_H_3.000000_VDD_H_4 587.9 0.3
VCC_H_3.000000_OTA_R 686 0
VCC_H_3.000000_OTA_L 695.8 0.4
