Param val stddev
VCC_H_1.500000_current_1V5_Reset 0.0460229 3.48244e-05
VCC_H_1.500000_VDD_Reset 1.39986 0.000546412
VCC_H_1.500000_current_1V5_Run 0.0316852 0.00419412
VCC_H_1.500000_VDD_Run 1.22225 0.00158093
VCC_H_1.500000_VDD_2_R 515.8 0.4
VCC_H_1.500000_VDD_2_L 499.6 0.489898
VCC_H_1.500000_DVDD_2 600.1 0.3
VCC_H_1.500000_BG 526 0
VCC_H_1.500000_Temp 529 0
VCC_H_1.500000_VDD_H_4 319 0
VCC_H_1.500000_OTA_R 724 0
VCC_H_1.500000_OTA_L 708.5 0.5
VCC_H_2.000000_current_1V5_Reset 0.0458488 0.00178366
VCC_H_2.000000_VDD_Reset 1.39977 6.66134e-16
VCC_H_2.000000_current_1V5_Run 0.0318867 0.00396056
VCC_H_2.000000_VDD_Run 1.22254 0.00150615
VCC_H_2.000000_VDD_2_R 515.4 0.489898
VCC_H_2.000000_VDD_2_L 499 0
VCC_H_2.000000_DVDD_2 599.9 0.3
VCC_H_2.000000_BG 525.8 0.4
VCC_H_2.000000_Temp 528 0
VCC_H_2.000000_VDD_H_4 414 0
VCC_H_2.000000_OTA_R 724.1 0.3
VCC_H_2.000000_OTA_L 708 0
VCC_H_2.500000_current_1V5_Reset 0.0460129 0.00177813
VCC_H_2.500000_VDD_Reset 1.39977 6.66134e-16
VCC_H_2.500000_current_1V5_Run 0.0312847 0.00419634
VCC_H_2.500000_VDD_Run 1.22263 0.00146786
VCC_H_2.500000_VDD_2_R 515.1 0.3
VCC_H_2.500000_VDD_2_L 498.8 0.4
VCC_H_2.500000_DVDD_2 600 0
VCC_H_2.500000_BG 525.9 0.3
VCC_H_2.500000_Temp 528 0
VCC_H_2.500000_VDD_H_4 511 0
VCC_H_2.500000_OTA_R 724.7 0.458258
VCC_H_2.500000_OTA_L 708.1 0.3
VCC_H_3.000000_current_1V5_Reset 0.0461124 0.00141053
VCC_H_3.000000_VDD_Reset 1.39989 0.000627682
VCC_H_3.000000_current_1V5_Run 0.0316753 0.00406929
VCC_H_3.000000_VDD_Run 1.22222 0.00613221
VCC_H_3.000000_VDD_2_R 515.1 0.3
VCC_H_3.000000_VDD_2_L 498.7 0.640312
VCC_H_3.000000_DVDD_2 599.9 0.3
VCC_H_3.000000_BG 526 0
VCC_H_3.000000_Temp 528.5 0.5
VCC_H_3.000000_VDD_H_4 605.9 0.3
VCC_H_3.000000_OTA_R 725 0
VCC_H_3.000000_OTA_L 708.4 0.489898
